id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg49258093,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 09:28:49,Spacetravel,Newbie,112,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,Find out latest Crowdestor review and how to earn up to 22% returns: https://www.welltrado.com/blog/crowdestor-offer-latest-market-review-real-estate-market-riga-latvia/,False
2,msg49258351,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 09:48:08,Spacetravel,Newbie,112,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,Find out latest Blender loans review: https://www.welltrado.com/blog/blender-loans-review-my-personal-lending-experiences-some-facts/,False
3,msg49259287,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 10:47:45,Spacetravel,Newbie,112,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,Twino review: https://www.welltrado.com/blog/twino-review-leading-p2p-lending-platform-unsecured-consumer-loans/,False
4,msg49259342,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 10:51:18,Spacetravel,Newbie,112,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,Crowdestate review: https://www.welltrado.com/blog/crowdestate-2/,False
5,msg49260385,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 12:01:59,Spacetravel,Newbie,112,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,https://www.welltrado.com/blog/bondora-review-personal-lending-experiences-facts/ Find out investment experience at Bondora,False
6,msg49261228,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2019-01-16 12:54:05,Mysbanickma,Full Member,532,103,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,"seems like the Bitether project is dead? I can't access their website and social media, please give us an answer about this project",False
7,msg23332995,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-21 19:21:29,verb,Sr. Member,437,250,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,applied from the start. didn;t get any coins. shame this seems to happen 4/5 airdrops,False
8,msg23334328,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-21 20:04:26,senan,Member,98,10,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,still waiting for the tokens,False
9,msg23349464,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-22 07:34:12,rpgmasters,Full Member,487,102,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,"very bad, im waiting all day long and nothing",False
10,msg23355129,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-22 10:12:06,Avugara,Member,112,10,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,i guess i miss the airdrop..........will there be a second round airdrop?,False
11,msg23355762,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-22 10:29:04,kriegder3koenig10,Full Member,143,100,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,New ebtc? Satoshi12?,False
12,msg23376114,https://bitcointalk.org/index.php?topic=2273758.0,,22936,Announcements (Altcoins),2017-10-22 18:13:34,mprepkiah,Newbie,215,0,,[ANN] BitEther (BTH) | TOKENIZED (ERC20) BITCOIN,waiting exchange,False
