id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg47687378,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-11-07 23:06:16,USBitcoinServices.Com,Sr. Member,1022,255,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,I sent the email they requested but no answer o far!!!   When this team will answer and distribute the tokens?,False
2,msg47695693,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-11-08 08:11:28,kaltun,Hero Member,1092,501,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"why do you guys put effort to this , this was dead for a long time .... dont waste your time for this",False
3,msg33455972,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-03-29 15:24:44,Kuala Lumpur,Member,420,69,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Colleagues, good evening. For a long time did not follow the development of this project (if one can call it that). Please, tell me, is anything happening here? Does the team work? Or is it still a scam?",False
4,msg33550407,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-03-30 19:42:50,-aleco-,Hero Member,1260,525,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Published an article in the blog of the project - Anryze March report,False
5,msg37652808,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-05-18 08:46:50,Dazdingo,Member,546,12,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,https://otter.ai/,False
6,msg38724269,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-05-27 18:54:43,JooBra,Full Member,462,100,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Is there any news from the project? I participated in the project, they have a good idea but where are you with realisation.",False
7,msg38770998,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-05-28 10:12:17,AlyattesLydia,Sr. Member,826,443,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,You had a good idea. Why don't you advertise enough?,False
8,msg39974459,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-06-12 17:48:54,findico,Newbie,28,0,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Hi everyone! Just added this incredible ICO to my website   https://findico.io/ico/anryze   Findico.io is a leading cryptocurrency and ICOs portal. Whether you are already involved with ICO or other cryptocurrencies or just want to get into it, Findico.io is a resource to keep updated. ICO rating platform supported by investors and financial experts and users. Findico.io mission is to make it easy for users to find the best ICOs to join. We strive to provide useful and transparent information on ICOs, helping users find projects that have a great potential for success. We also offer a whitelabel platform for ICO projects (Wallet, tokensale system, smart contract, audit and etc) to present themselves to potential users. We have steadily increased the quantity and the quality of information required from ICO projects and we will continue to do so to help this new industry flourish.",False
9,msg39978007,https://bitcointalk.org/index.php?topic=1968881.0,msg39974459,47675,Announcements (Altcoins),2018-06-12 18:38:56,nguyen0806,Member,261,10,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,  WT* you are now advertising for SCAM projects?,False
10,msg42109733,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-07-13 16:41:22,BitcArchi8,Member,224,10,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Anryze uses a similar bitcoin approach to reward, but the processing power provided by the network is not arbitrary evidence of work. Miners will process audio files, converting them into text using speech recognition technology Anryze.",False
11,msg44363990,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-08-19 17:25:54,nmthu2209,Newbie,126,0,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Speech recognition and speech-to-text systems and technologies are becoming very popular nowadays and they are being used more and more withing modern applications and programs. If this project found a way to improve this recognition then I can see many companies getting interesting in them.,False
12,msg45284057,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-09-06 13:43:44,vinicdemorais,Jr. Member,458,1,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Shitcoin...scamers,False
13,msg45284099,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-09-06 13:44:23,vinicdemorais,Jr. Member,458,1,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Scamryze...no updates..,False
14,msg45284147,https://bitcointalk.org/index.php?topic=1968881.0,msg45161261,47675,Announcements (Altcoins),2018-09-06 13:45:20,vinicdemorais,Jr. Member,458,1,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,     Scammers...shit coin SCAMRYZE,False
15,msg46676733,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:22:57,Scholles,Full Member,420,100,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Am very disappointed how the entire team and devs of this once bubbly project finally vanished into thin air without notice,False
16,msg46676887,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:28:44,enigmatical,Sr. Member,588,268,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"I can't say if there is much going on behind the scene, but I can say for sure, I found this article: https://medium.com/anryze/q-a-anryzes-latest-updates-from-25st-of-august-32fe5148436e  Which by the way don't impress me.",False
17,msg46676958,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:30:54,Scholles,Full Member,420,100,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,Ofcourse it cannot impress you or anyone either when the global community can't testify to their Project development with responsive feedback,False
18,msg46677099,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:36:08,enigmatical,Sr. Member,588,268,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Truth be told, it very much looks like a big scam to me. The last update I see on their telegram announcement channel was October 2017, no serious minded Project would leave it's channel laying  fallow for so long.",False
19,msg46677135,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:37:28,Scholles,Full Member,420,100,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"So you can see it has all the signs of scam, i don't think they listed anywhere else apart from WaveDEX, so I ask what exactly they did with all the funds recieved from crowdsales.",False
20,msg46677291,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:43:18,enigmatical,Sr. Member,588,268,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"It is also listed on Tidex, but the trading volume on both exchanges is almost zero, because no one is interested in RYZ coins.",False
21,msg46677423,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:48:04,Scholles,Full Member,420,100,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,"Prior to the last trade which was executed 6days ago on Wavedex, was a preceding trade made 2 months ago this shows the coins is as good as dead, there is no need to dream of coinmarketcap listing.",False
22,msg46677447,https://bitcointalk.org/index.php?topic=1968881.0,,47675,Announcements (Altcoins),2018-10-09 08:49:19,enigmatical,Sr. Member,588,268,,[ANN][TOKENSALE][12|09] ••• Anryze: Distributed Speech Recognition Platform •••,If you also pay closer attention to the price dump you would see that investors were actually ripped off during ICO buying tokens very expensive.,False
