id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg48462414,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2018-12-05 10:52:57,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,All russian people should be aware of this famous thief and scammer who stole the money from investors last march and went to trips with his whore,False
2,msg48572273,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2018-12-10 08:25:30,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,Did anybody reach that scammer man who steal the money of invetors last march  where he lives and his address,False
3,msg48659044,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2018-12-14 08:44:59,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,any news about catching the Russian scammer Said Energizer who stolen money of investors of scam project Vestarin ??,False
4,msg48955297,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2018-12-29 22:42:01,egetrorx,Full Member,658,108,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,"Vestarin is one such platform, which can be referred to as the marketplace for goods and services for the cryptocurrency. It gives the opportunity to business owners, exchangers, and store owners as well as those selling their services to integrate their business dealings on the Vestarin platform so that their customers can pay for them and make purchases with the tokens provided by Vestarin called the VST tokens. It is basically where buying and selling can take place in cryptocurrency. https://icoshrimp.com/vestarin-marketplace-for-goods-and-services/",False
5,msg48987494,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2018-12-31 18:12:13,oapieNL,Member,219,10,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,"Not true, Its rubbish. I fucking marketplace for payments in usdt instead of vst tokens. False whitepaper!!",False
6,msg49172285,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2019-01-11 09:18:17,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,"Said energizer the famous russian scammer , deleted his telegram link of Vestarin and run away   ",False
7,msg49770013,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2019-02-16 13:47:49,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,"he must be arrested  Said energizer , the famous pornographic man with CEO of scam project VST",False
8,msg50338519,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2019-03-27 14:47:51,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,please arrest the scammer russian gay called Said energizer  Arrest this scammer,False
9,msg50339965,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2019-03-27 16:23:39,Spidey999,Copper Member,420,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,What a crappy scam project.,False
10,msg50543674,https://bitcointalk.org/index.php?topic=2701796.0,,37768,Announcements (Altcoins),2019-04-10 14:09:19,hamoksha88,Newbie,68,0,,[ANN]VESTARIN🚀ICO is LIVE |Marketplace of goods and services for cryptocurrency,"Pleeeeeeeese arrest this scammer big pornograpahic scammer , he gave advisors alot of vestarin, like Bojan in pre ico to  falsely high rank his scam project on icobench and icomark , and then after taking ethereum from investors that trust him , he runs away and shut down his telegram channel and run away with his whore wife & his daughter to take holidays in different countries.",False
