id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41085104,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-28 14:10:40,Coinr88,Full Member,295,101,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Invested some. Let's see where it goes,False
12,msg35564476,https://bitcointalk.org/index.php?topic=2399904.0,msg35379133,5908,Announcements (Altcoins),2018-04-25 15:07:56,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Hello,  The token price is based on ETH (1 ETH = 15 000 SFC). The token repurchase will also be conducted using ETH base price +15% and +50% during the second phase of repurchase.  Thank you for your question!",False
13,msg35821677,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-04-28 19:45:49,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hackers continuously trying to break into our system.  SafeCrypt.io has successfully blocked more than 20 hacking attempts during the period of token sale, 2 more attempts detected yesterday.  We are proud to see no flaws in the system and 100% security of the database.  Thank you, dear hackers, for helping us test out our system security.",False
14,msg35843937,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-04-29 05:31:48,ofounz98712,Newbie,107,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"This minimal inflation is the cost of securing and protecting its investors’ and everyday users’ interests, the price stability in the future, and its general interests around the World so that it can remain globally dominant.",False
15,msg35852650,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-04-29 08:21:08,gian28300,Newbie,8,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Bonjour, j'ai investi dans votre projet auquel je crois. Cependant il me semble que l'ICO ne récolte pas autant de fonds que l'on pouvait espérer. Suis-je dans l'erreur et qu'envisagez-vous pour doper l'adhésion? Merci et bon courage.",False
16,msg35921863,https://bitcointalk.org/index.php?topic=2399904.0,msg35852650,5908,Announcements (Altcoins),2018-04-30 03:08:38,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,    Hello!  We are launching a marketing campaign as soon as we are passed the 2nd phase (merchant solution).  Thank you!,False
17,msg36880049,https://bitcointalk.org/index.php?topic=2399904.0,msg36856868,5908,Announcements (Altcoins),2018-05-10 14:26:49,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear Findico,  We appreciate your efforts and hope that your project grows big!  Thank you!",False
18,msg37868704,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-05-20 03:28:09,Anivika,Newbie,154,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,This project has an amazing concept. The idea is very interesting. The whitepaper is also very detailed what gives me more trust in this project.,False
19,msg38157604,https://bitcointalk.org/index.php?topic=2399904.0,msg37868704,5908,Announcements (Altcoins),2018-05-22 12:04:33,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"    Dear Anivika,  Thank you for your kind words of support! A new funding system and a step-by-step development process allow us to achieve complete transparency for our backers and gradually build our reputation on the crypto market.",False
20,msg38172047,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-05-22 14:22:41,Leeminhe,Newbie,193,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,I believe this to be something the community has been waiting for. good luck egretia,False
21,msg38370425,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-05-24 08:14:43,poppapop456,Newbie,71,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,It would be nice to have a good alternative like that to huge cold wallets!,False
22,msg39391514,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-04 21:36:04,NeocortexX,Newbie,4,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hi, is the ICO already finished? (If yes it looks like i can send some coins for the ico on the safecrypt.io website)",False
23,msg39413013,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-05 07:53:35,Fidelmi,Newbie,133,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,This project has an amazing concept. The idea is very interesting. The whitepaper is also very detailed what gives me more trust in this project.,False
24,msg39599981,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-07 19:08:55,NeocortexX,Newbie,4,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Is the ICO already finnished?,False
25,msg39615147,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-08 01:40:04,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community!  We are excited to announce a release of the open Alpha version of the Merchant solution for e-commerce platforms, developed in accordance to our roadmap based on the milestone-based funding system!  The service is fully functional and any participant is able to use it with 0% and start accepting crypto currencies on their websites.  Feel free to visit https://t.safecrypt.io and join the testing!  The ICO is ongoing, please refer to the website to see the current fundraising phase!  Thank you!",False
26,msg40282476,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-17 08:08:56,Myrik_BY,Sr. Member,602,265,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,When will the bounty campaign end?,False
27,msg33055957,https://bitcointalk.org/index.php?topic=2399904.0,msg32969908,5908,Announcements (Altcoins),2018-03-24 13:13:22,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Thank you for your appreciation, saltox! Seeing so much support from the community we are determined to provide the highest quality product on the market and satisfy our traders' needs.  Thank you!",False
28,msg33057553,https://bitcointalk.org/index.php?topic=2399904.0,msg32955185,5908,Announcements (Altcoins),2018-03-24 13:36:23,stil55,Sr. Member,406,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"  Clearly on the SafeCrypt exchange there are many advantages for traders: the security of user data, decentralization, fast and automatic transaction processing. Tell  whether the fiat/cryptocurrency pair will trade on the SafeCrypt exchange.",False
29,msg33067572,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-24 16:00:22,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  Please be aware of scammers trying to impersonate http://SafeCrypt.io admin in Telegram messenger. The correct username is @Safecrypt_io - some imposters add this name in their Bio and reach out to our community members.",False
30,msg33068597,https://bitcointalk.org/index.php?topic=2399904.0,msg33067572,5908,Announcements (Altcoins),2018-03-24 16:15:12,piccionipier,Sr. Member,258,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,    Guys it says a lot about your success when others try to use your name in their advantage!,False
31,msg33080806,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-24 19:25:39,AntonisZ,Newbie,39,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Your ICO has been listed at thecryptoniac.com  :  (  http://thecryptoniac.com/site/listing/safecrypt/ ) Thank you,False
32,msg33088513,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-24 21:52:30,mysterecryptoooo,Jr. Member,238,1,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hello,  Are the psd files available for the Ann translation?  Regards.",False
33,msg33159916,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-25 18:45:59,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community!  The public pre-sale phase of SafeCrypt.io ICO is starting soon and the registration will be open. We remind you that major and regular investment bonuses will be x3 times bigger during the first 24h of the pre-sale. The amount of tokens available for purchase with triple bonuses applied will be limited to 27.4%  A collective contribution (co-op) functionality will also be available for all contributors.  The co-op rules:  1. Every user who created an account on SafeCrypt.io website is allowed to start a new Co-op or join an existing ongoing Co-op by entering a corresponding Co-op ID if such Co-op ID is known by the user. 2. A Co-op ID is a character-based identifier. 3. Each Co-op has it's own unique ID. 4. Any Co-op is time-limited and is active for 12 hours only. 5. A Co-op may not be stopped or restarted. 6. The number of participants in a Co-op is unlimited. 7. If Co-op participants collectively purchase the minimum amount of SFC required to receive a bonus, such Co-op is considered successful and each participant receives a number of bonus tokens corresponding to their purchase during the Co-op.  Example: A user joins a Co-op on the fourth day of the pre-sale phase and purchases 50000 SFC while the Co-op is active (within 12 hours since the moment the Co-op started). The Co-op is successful and results in a total collective purchase of 150000 SFC which grants every participant with +15% bonus tokens. The user receives 50000 SFC + 7500 SFC as an additional bonus, 57500 SFC total.  8. An initiator of a successful Co-op (a user who started such Co-op) receives additional bonus tokens equal to 5% of a total number of tokens collectively purchased by the participants during the Co-op. This bonus has a fixed value that is not affected by time. Thus, having created a successful Co-op that resulted in a collective purchase of 1 mln. SFC, the Initiator receives 50000 SFC as an Initiator Bonus.  The co-op bonuses are also x3 during the first 24 hours of the public pre-sale.",False
34,msg33162082,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-25 19:13:45,bloman,Copper Member,66,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Beta aval?,False
35,msg33223640,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-26 15:58:57,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Dear community.  The public pre-sale participants are enjoying the specially developed co-op feature of SafeCrypt.io  platform. We are receiving tons of positive feedback and very thankful to all contributors for supporting the development of SafeCrypt.io Cryptoexchange.  Join the telegram supergroup to find a co-op to join: https://t.me/safecryptio,False
36,msg33281313,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-27 11:20:42,mysterecryptoooo,Jr. Member,238,1,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hello,  The French Ann is available, link here : https://bitcointalk.org/index.php?topic=3203430.new#new  Regards.",False
37,msg33294698,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-27 14:48:20,luksbit,Sr. Member,1036,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"So if the project guarantees 100% anonymity to the merchant, then to participate in the pre-sale and even ICO will not need KYC?",False
38,msg33320401,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-27 21:28:18,ethKnight,Newbie,9,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,The market is terrible at the moment. Even good ICOs aren't selling as quickly.,False
39,msg33377651,https://bitcointalk.org/index.php?topic=2399904.0,msg33294698,5908,Announcements (Altcoins),2018-03-28 15:23:30,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Hello luksbit,  That is correct. SafeCrypt.io does not require the participants to pass the KYC procedure at this stage.  Thank you.",False
40,msg33387978,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-28 17:41:58,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  Douglas Lyons, one of the leading crypto experts, joins SafeCrypt.io!  Read the full article on Medium! https://medium.com/safecrypt-io/douglas-lyons-joins-safecrypt-io-a75abf6ed284  Thank you.",False
41,msg33417035,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-29 05:18:29,danny68,Newbie,70,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"SafeCrypt.io is a great ambitious project for security and privacy, and we found it very good to have a lot of anti-spyware systems stolen due to security breaches. SafeCrypt.io does not deploy bounty to build user community?",False
42,msg33421052,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-29 06:42:28,hodacquoc,Newbie,80,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,This is a strong international team with wise and savvy advisors. The problem they tackle is of great importance!,False
43,msg33453848,https://bitcointalk.org/index.php?topic=2399904.0,msg33417035,5908,Announcements (Altcoins),2018-03-29 14:57:52,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   We do, check out our bounty thread if interested.  Thank you!",False
44,msg33830988,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-04-03 11:25:30,piccionipier,Sr. Member,258,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Watching this project grow for a while now and I'm impressed with work and determination devs put in into it! Really great job devs keep it up and you'll be huge!,False
45,msg33932758,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-04-04 16:08:58,Rekkom,Newbie,224,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Good afternoon, dear developers and members of the community!  Tell me, please, how do you assess your chances - we will gather a soft cover to the end of the ICO? What will happen if the project does not manage to collect a minimum investment? Will the work continue in this case?  Thank you.  I believe in you!",False
46,msg33951570,https://bitcointalk.org/index.php?topic=2399904.0,msg33867054,5908,Announcements (Altcoins),2018-04-04 20:57:02,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"     Dear waybiscontce,  Our token is secured by our economic model which includes two phases of token repurchase and dividends to major token holders, ensuring ROI for our backers.  Thank you.",False
47,msg32365046,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-15 12:06:39,bitcoin_taurus02,Newbie,126,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,when will the bounty campaign should start?,False
48,msg32447059,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-16 13:32:18,limalio,Newbie,1,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,I like the project,False
49,msg32449348,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-16 14:05:10,makalu,Sr. Member,441,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒, learn about WP and it seems that the coin has a chance. Coins that over low fee and anonimity are for sure some of the coins that will have success in the future.,False
50,msg32673714,https://bitcointalk.org/index.php?topic=2399904.0,msg32365046,5908,Announcements (Altcoins),2018-03-19 13:33:31,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear Taurus02,  The bounty campaigns started a long time ago, find a link in the 1st post of this thread.  Thank you.",False
51,msg32680852,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-19 15:05:36,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  A total of 1,133,213 SafeCrypt.io tokens sold during the private pre-sale. The number of tokens available was limited to secure the token value for our backers and avoid creating whales. Thank you, dear supporters, for helping us to ensure the success of the project!  The public pre-sale starts on March 26th and will occupy 5 weeks. The number of tokens with additional bonus available during the first 24 hours of the pre-sale is limited to 27.4%. No minimum transaction amount is set.",False
52,msg32681299,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-19 15:11:47,pinkman12345,Legendary,1073,1021,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Saw the video on CCN, I have been following this project since its very announcement,things that i don't like about the project is Anonymous team and a freaking member who has been dormant for a long time came up and make announcement for this project. Rest all is ok with this project. Good Luck!",False
53,msg32692708,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-19 17:47:49,Icoslot.com,Newbie,29,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Your profile on ICOslot has been updated: https://icoslot.com/en/ico/safecrypt/,False
54,msg32709303,https://bitcointalk.org/index.php?topic=2399904.0,msg32692708,5908,Announcements (Altcoins),2018-03-19 22:20:12,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Thank you, ICOslot! We really appreciate it!",False
55,msg32778959,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-20 19:29:39,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community!  A total of 1,133,213 SafeCrypt.io tokens sold during the private pre-sale. The number of tokens available was limited to secure the token value for our backers and avoid creating whales. Thank you, dear supporters, for helping us to ensure the success of the project!  The public pre-sale starts on March 26th and will occupy 5 weeks. The number of tokens with additional bonus available during the first 24 hours of the pre-sale is limited to 27.4%. No minimum limit per transaction amount will be set.  Thank you!",False
56,msg32830561,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-21 13:23:11,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  for the period of ICO (including pre-sale phase), SafeCrypt.io will accept the following cryptocurrencies (44):     Ethereum (ETH); district0x (DNT); TenXPay (PAY); BNB (BNB); Eidoo (EDO); Walton (WTC); Centra (CTR); Vibe (VIB); Storj (STORJ); Basic Attention Token (BAT); Open Trading Network (OTN); Ripio Credit Network (RCN); MCAP (MCAP); Salt (SALT); OmiseGo (OMG); TRON (TRX); 0x (ZRX); Monaco (MCO); Bitquence (BQX); SingularDTV (SNGLS); Santiment Network Token (SAN); AirSwap (AST); Golem (GNT); ChainLink (LINK); Status (SNT); Request Network (REQ); Kyber Network (KNC); Metal (MTL); Everex (EVX); Power Ledger (POWR); Moeda Loyalty Points (MDA); Populous (PPT); FunFair (FUN); Enigma (ENG); TokenCard (TKN); Iconomi (ICN); Aventus (AVT); Modum  (MOD); Gnosis (GNO); Civic (CVC); Augur (REP); AdEx (ADX); Bancor (BNT); Bitcoin (BTC)  The selection of accepted cryptocurrencies may be extended during the ICO to satisfy the popular demand.  Thank you!",False
57,msg32859004,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-21 20:22:59,piccionipier,Sr. Member,258,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hey devs I googled safecrypt and first link is other project using ur name. some trugame right in link name. I entered their site and no info about you, are you connected or they use ur name to promote themselves? thx.",False
58,msg32859436,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-21 20:30:56,shchand,Full Member,238,100,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,How much average time will take your automatic trade?,False
59,msg32860951,https://bitcointalk.org/index.php?topic=2399904.0,msg32859004,5908,Announcements (Altcoins),2018-03-21 20:59:52,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear piccionipier,  Thank you for noticing, we've been reported several times that other projects use our name for promotion. Our website is https://safecrypt.io and if you see our name used by other projects, please be cautious.  Thank you.",False
60,msg32861082,https://bitcointalk.org/index.php?topic=2399904.0,msg32859436,5908,Announcements (Altcoins),2018-03-21 21:02:20,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear shchand,  Thank you for your question. The transactions are processed instantly, and it takes 24 seconds for the system to verify each, with 10k tx/sec handling capacity at current stage of functional prototype.",False
