id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg45463580,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-09 23:15:22,flugence wade,Newbie,14,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",I'm very impressive with this project and It seems it is an platform of many integrated blockchains through a modular framework,False
2,msg45463981,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-09 23:31:24,operabit,Legendary,1162,1000,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",Maybe this will be the latest breakthrough for an easy verification system and together with KYC later. Can't wait to know something else.,False
3,msg45464274,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-09 23:44:30,Wilson.Protar,Newbie,14,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","Greetings team! Thank you for sharing this information here also, Airdrop is a nice way to promote the business and attract more investors. Can someone please share the link for bounty here?",False
4,msg45521957,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-11 07:53:35,chasmaexplode,Newbie,7,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",I think this is a new and excellent product for a verification system easily and with KYC. Thank you gave a very great idea. I think it is the foundation's largest electronic money I've ever seen.,False
5,msg45705332,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-15 03:57:24,muoidiemtoan,Newbie,19,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",When and how long will the VeriMe project begin? Does the project have bounty? How many tokens are there in the project?,False
6,msg45705374,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-15 03:59:57,quycuvolo,Newbie,20,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","Does the VeriMe project have bounty? What is the security of this project? I believe if this project has optimal security, investors will be more comfortable and interested in investing in this project.",False
7,msg45818980,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-17 09:18:35,nizamcc,Legendary,1218,1007,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","I have read a great amount of information that have better team and partnership. Very close and difficult market, especially for this company.",False
8,msg45951264,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-09-20 16:30:06,onirecon2018,Jr. Member,168,2,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",The idea to introduce a verification as a service for KYC regulatory compliance on the blockchain according to me is great as it will lead to a fast and cost-efficient sales cycle. I would like to invest in this project as there is really the need for a project like this and it is positive from all the aspects.,False
9,msg46476764,https://bitcointalk.org/index.php?topic=2538176.0,msg46476714,5215,Announcements (Altcoins),2018-10-03 19:51:53,kusumadewi,Hero Member,826,517,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","   Because this is business, not a therapy session. Money & finances are sensitive fields of discussions. When an investment is doing poorly, and investors ask questions and ACTUAL progress, it is the duty of the founders to answer, and address the state of the platform.",False
10,msg47201405,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-10-23 21:09:45,kusumadewi,Hero Member,826,517,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","Urisdictions worldwide will be required to license or regulate cryptocurrency exchanges and some firms providing encrypted wallets, to help stamp out the use of digital money for money laundering, terrorism financing or other crimes. This means more reasons for KYC and AML checks",False
11,msg47320661,https://bitcointalk.org/index.php?topic=2538176.0,msg47320343,5215,Announcements (Altcoins),2018-10-27 12:17:17,ivanovmoscow,Sr. Member,756,256,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","   This is accurate information about VME<>USD? It will be possible to conduct transactions in fiat money? Understand everything correctly? For large players in the market, this information is very important, and if this is true, then the price can increase.",False
12,msg47399784,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-10-29 17:31:26,tarolog,Sr. Member,630,250,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",may I conclude that the fact shown none of these partnerships are giving you revenue yet?,False
13,msg47519820,https://bitcointalk.org/index.php?topic=2538176.0,msg47448189,5215,Announcements (Altcoins),2018-11-02 14:26:56,ivanovmoscow,Sr. Member,756,256,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","   Top 10 in such narrow segment of the market, according to some analysts, is certainly good, but it probably won't affect to collecting big funds. Independent YouTube reviews about the project are very average +-7/10. Something similar is already being done by the Persona project of the Ark developers and cretors.",False
14,msg47694187,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-11-08 07:00:06,stan86,Hero Member,1078,511,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",VeriME October 2018 Newsletter  Here is yet another update on initiatives pursued in the last month.  https://medium.com/verime/verime-october-2018-newsletter-7617949f1d7b,False
15,msg48379071,https://bitcointalk.org/index.php?topic=2538176.0,msg48284821,5215,Announcements (Altcoins),2018-12-01 20:41:45,termion,Hero Member,910,533,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","   There is a chance that Verime will still become a normal working project. True, quite a lot of competitors. 200 customers are very few, but this is the very beginning. Let's see what the marketing team will do,",False
16,msg48476684,https://bitcointalk.org/index.php?topic=2538176.0,msg48476439,5215,Announcements (Altcoins),2018-12-05 23:56:16,tarolog,Sr. Member,630,250,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","       Verime has an idea. But it takes time for people to start using Verime en masse. Developers in telegrams are active, constantly sharing information. There are announcements. Personally, I think it takes another 3-4 months for people to start actively using tokens. Everyone wants to quickly - this is the main problem. Few things happen quickly. Basically, you have to wait a year or two. That's life. And it is unlikely that will change quickly.",False
17,msg48764965,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-12-19 17:22:24,Am0rPHiA,Newbie,44,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection","roadmap shows December 2018 100+ customers, what has happened ? Is there a list or a report with numbers to see the development?  Is the team planning to do any marketing or new exchange listings?",False
18,msg42531616,https://bitcointalk.org/index.php?topic=2538176.0,,5215,Announcements (Altcoins),2018-07-20 10:18:31,bjorn125,Newbie,26,0,,"[ANN][ICO] | VeriMe : Verification, Authentication, Protection",how does this compare to projects like key or 0xcert?,False
