id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg45378626,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-09-08 11:36:53,AliyahhDa,Newbie,28,0,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Good night, Are you planning to get listed on any ICO review platforms in the near future? If yes, when are you going to do this?",False
2,msg25857457,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-06 15:13:06,xfirefly,Full Member,166,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"IMHO some bounties for community tasks like beta testing, documentation, translations, end user support, marketing, fighting the trolls Cheesy etc. etc. could be really helpful. You should consider to set aside another percentage of coin for these things.",False
3,msg25872079,https://bitcointalk.org/index.php?topic=2170770.0,msg25857457,3501,Announcements (Altcoins),2017-12-06 19:30:00,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"    Hi xfirefly,  We have the bug bounty program, and a translation bounty already open. For the marketing the bounty hunter need to pass through SmartOne directly. But yes some of your idea can be added to future program we'll be supporting. Thanks for your suggestion. (we would not change our bounty program this close to the end of the TGE/ICO for obvious reason.)",False
4,msg25973467,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-08 13:55:12,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,5 Days left to participate in SmartOne TGE/ICO! Contribute Now About Smartone,False
5,msg25981507,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-08 16:33:00,Crypto_Enthusiast,Sr. Member,462,250,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Hi guys, apparently, you have an experienced team. Do you already have major partners who are ready to cooperate with you and develop the project? Which countries are you considering primarily to expand your project? Thanks.",False
6,msg25991727,https://bitcointalk.org/index.php?topic=2170770.0,msg25981507,3501,Announcements (Altcoins),2017-12-08 20:00:35,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"   Hi Crypto_Enthusiast,  One of our important partner is called Skuani; a network for experts. The company will be forming and creating our future legal marketplace. That being said,  SmartOne is also working closely with many other Blockchain based companies such as Hacken.  The project is based in Liechtenstein and being operated mostly from Switzerland. Many countries are being looked upon as our team is working thoroughly to provide legal services and advising for startups; no matter their locations or origins.",False
7,msg26202491,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-12 13:48:52,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,Last chance for contribution https://legaltoken.io/,False
8,msg26269699,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-13 18:50:25,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Last call for late contributor, 5h left!  https://legaltoken.io/",False
9,msg26567980,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-12-18 20:47:58,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Public Token Launch Officially Ended More details in this article  Regarding Bounty Programs: Calculations, numbers and distributions will be given after the official auditing from Grant Thornton (wish may take an approximative 3/4 weeks). If you have any concerns or questions regarding them, please contact @philboivin on telegram",False
10,msg29169552,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-01-29 13:44:09,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,Release of the LEGAL token SmartOne is happy to announce that the audit of the LEGAL token has been successful. The SmartOne TGE smart contract reached the last state — the release of the LEGAL. Peer-to-peer transactions are now possible (See instruction below) LGL Token,False
11,msg29175727,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-01-29 15:33:37,examplens,Legendary,1582,1044,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Where i can find information about how much funds raised, and how many token is sold. I can't find useful information on your website and social media channels. Thanks",False
12,msg29185767,https://bitcointalk.org/index.php?topic=2170770.0,msg29175727,3501,Announcements (Altcoins),2018-01-29 18:54:30,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"   Hi examplens,  Here is the link where you can find the pieces of information you're looking for.  Release of the LEGAL token",False
13,msg29186068,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-01-29 18:59:09,ainsleyfran,Newbie,84,0,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,I can't join the Telegram channel. Does it somehow conflict with French cellphone numbers?,False
14,msg29252596,https://bitcointalk.org/index.php?topic=2170770.0,msg29186068,3501,Announcements (Altcoins),2018-01-30 16:28:40,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"   Hi,  You should contact the support at hello@smartone.legal",False
15,msg29252780,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-01-30 16:31:03,Phil.B,Full Member,185,100,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"Hi everyone,  From now on additional support regarding any kind of inquiries will need to be asked at this address: hello@smartone.legal  We are thanking everyone for participating in the bounty program.",False
16,msg29301259,https://bitcointalk.org/index.php?topic=2170770.0,msg29252780,3501,Announcements (Altcoins),2018-01-31 10:13:21,yohananaomi,Sr. Member,826,250,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"   happy to receive direct information from you about this, I myself also want to be able to support this project. always success",False
17,msg29633236,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-02-05 08:07:36,moskovskiy89,Newbie,112,0,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty, I am surely interested in the project will join telegram later as well.,False
18,msg29633432,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-02-05 08:11:24,babos8383,Sr. Member,728,250,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,That's not really a lot gained. The project slowly goes to the bottom. The development will be?,False
19,msg30479462,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-02-17 14:17:59,examplens,Legendary,1582,1044,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,Any news from SmartOne devs team?,False
20,msg32216559,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2018-03-13 13:11:22,orengitu,Member,476,10,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"I see the official LGL listed on forkdelta, but the price is very cheap, what is your plan to make LGL price can reach the moon or do you have plans to enter LGL in exchange for bigger?",False
21,msg45378208,https://bitcointalk.org/index.php?topic=2170770.0,msg30479462,3501,Announcements (Altcoins),2018-09-08 11:27:30,perhan007,Sr. Member,518,250,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"    Seems to be dead, website offline.",False
22,msg24514760,https://bitcointalk.org/index.php?topic=2170770.0,,3501,Announcements (Altcoins),2017-11-13 14:54:15,Vladdirescu87,Sr. Member,966,264,,[ANN] SmartOne | Legal Solutions for the Crypto Community | Bounty,"SmartOne Launches ICO For Blockchain-based Legal Services Marketplace  The crypto community will soon be able to access legal services on the world’s first decentralized legal marketplace, utilizing a tokenized system to seek out and engage top global law firms with specialized expertise in cryptocurrency and blockchain technology.  Dubbed SmartOne, the online marketplace will be the first of its kind to connect members of the crypto community with expert lawyers and firms offering virtual advice and legal counsel over the blockchain.  Legal clarification for the crypto community  The world of traditional venture capital has experienced nothing short of a major technology disruption since 2016, with Initial Coin Offerings (ICO) raising massive amounts of funding for startups and new blockchain projects, far outstripping the levels of conventional financing.  The attention-grabbing successes of ICOs have raised alarms throughout the global finance and banking system, with regulators concerned over the legitimacy and security of these crowdsales. Apart from stepping up anti money laundering (AML) and know-your-client (KYC) procedures, however, the extent to which ICOs are legally compliant remains vague, as there exists no current national or international regulations that govern their regulations.  https://coinidol.com/smartone-ico-for-blockchain-legal-services/",False
