id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg25607612,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-02 12:45:38,woodywoodf,Full Member,234,120,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"You really are a decent team, its really pleasant to deal with you. But anyway, what is your strategy to distinguish from other blockchain start-ups?",False
2,msg25610171,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-02 13:39:58,woodywoodf,Full Member,234,120,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,How many ICO rounds will be here? And how the price is gonna change over time? Will there be any motivation for larger purchase?,False
3,msg26066142,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 07:11:42,bluberry7,Full Member,284,100,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"I wish I found your thread earlier! you are cool!!! Where is your team from? anyway, wish you a successful ico!!",False
4,msg26088269,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 15:17:43,focacho1,Full Member,279,100,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,Is your coin for trading purposes only? Or can the users get any other value from it? can you give some info about that?,False
5,msg26092388,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 16:27:52,focacho1,Full Member,279,100,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"How do you think, who would be the target audience for the product? How many people would be interested and eager to pay enough so that the project will stay afloat?",False
6,msg26095239,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 17:20:43,woodywoodf,Full Member,234,120,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"Hi, all! That is nice project just read the whitepaper so I think this project has good chance to hit the hard cap. GOOD LUCK!!!",False
7,msg26095864,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 17:31:58,woodywoodf,Full Member,234,120,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,hi!! Could you update the spreadsheet at least once a week? And when do you plan to calculate & distribute the rewards?,False
8,msg26098348,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-10 18:24:37,bluberry7,Full Member,284,100,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,Where are you located now? There are many countries where ICO projects may be outlawed in the future. What about the country you are from?,False
9,msg26318219,https://bitcointalk.org/index.php?topic=2291332.0,,4003,Announcements (Altcoins),2017-12-14 15:01:08,kolya.inc,Newbie,127,0,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"The project seems  promising, I will invest  when ico starts, good luck!",False
10,msg26405994,https://bitcointalk.org/index.php?topic=2291332.0,msg26318219,4003,Announcements (Altcoins),2017-12-16 01:25:28,nugrama,Full Member,560,100,,🔥🚀[ANN|ICO]BPC:Revolution in Digital Advertising - Powered by Blockchain🚀🔥,"   Yes, this project is very promising, as seen from the concept already can convince investors to join. and this project will be good for the future, but it is a success or a failure of a project depends on it.",False
