id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg49616909,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-02-06 19:49:37,ilya01,Newbie,1,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴","Rento - The Future is Now Rento is an app connecting business owners with clients and rental services with users. It also makes room for the development of sharing economy. Why buy a rotary hammer if your neighbor has one in his garage? Why should your vacuum cleaner stay in the closet for 90% of the time if you can rent it out? On top of that offering your services in Rento gives you additional earning opportunities. And most importantly, why use several different apps to book, rent or share, if all of your needs can be met by just ONE app? Rento is a game changer for millions of devices, books, vehicles and other things that collect dust instead of profits for their owners. join us : https://airdrop.rento-app.io/7864/6477245477245 http://[img][/img]",False
2,msg49324152,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-20 05:32:48,bitcoinworld27,Newbie,130,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴","There are lots of features which make this a good value .some of the great features listed below 1-User can quickly scroll through different listings and find interesting content. 2-Allows users to browse multiple categories, filter results based on different criteria or search by location to show relevant results. 3-Booking calendar is constantly updated according to users activity in the app. Users can request booking of a listing depending on its current availability. 4-Allows users to rate the listings and users depending on their experience. These reviews later reflect users ratings. Rento utilizes blockchain technology to limit feedback manipulation on its platform. 5-Listing owners can find all their listings in a single location. Additionally, they can manage the history of all rental transactions they receive and view the booking calendar for their listings which updates as other users make bookings. 6-users who want to list their things or services can buy Rento Points which are used to purchase listing display in the app. Every new user will receive a complimentary Rento Points gift after completing the registration. Rento plans to introduce a variety of premium listing options and unobtrusive advertising after 2020. 7-customer insights feature for listing owners, allowing them to understand customer behavior, renting preferences and other relevant parameters to grow their business. 8-Rento platform requires specific smart contract customizations that are not available in the present blockchain platforms. Additionally, Rento platform needs the flexibility to develop new functionalities to address any operational/technical challenges in the future. 9-Rento requires complete control over its blockchain to handle disputes, which is not possible when using third-party blockchains. Having its own blockchain will allow Rento to address disputes in accordance with the local regulations.  The Rento ecosystem features a Proof of Authority (PoA) blockchain to be used for transactions inside the Rento, particularly for payments, security deposits, and transaction history, thereby ensuring full transparency.",False
3,msg49330306,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-20 12:53:54,vrtechnical,Newbie,75,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴",how to buy more rento tokens with altcoins?,False
4,msg49332959,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-20 15:16:31,waleedbhr,Newbie,222,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴","I see the potential of this project, I’m sure it will reach its goal in the future. Very good team I hope the project will develop well in the future. When will be the action over It's a very good project. There are too many projects but these are far different from them. The team behind it is a very good quality and professional team",False
5,msg49334653,https://bitcointalk.org/index.php?topic=5074644.0,msg49330306,35931,Announcements (Altcoins),2019-01-20 16:44:28,mennguyen,Jr. Member,294,3,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴","  Purchase of Rento tokens is possible through Rento Website. In order to buy Rento tokens, You must log into the investor panel by clicking Investor Login button in the upper right corner of the website. After logging in Rento require You to go through their KYC process. You can choose the means of payment: Fiat (Euro, USD, PLN), Crypto (Bitcoin, Bitcoin Cash,Litecoin,Blackcoin,Dash, Decred, Digibyte, Dogecoin, Ethereum Classic, Game Credits, Komodo, NEO, PotCoin, Qtum, Vertcoin)",False
6,msg49335112,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-20 17:09:46,junaidsidd2550,Newbie,65,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴",There are too many projects but these are far different from them. The team behind it is a very good quality and professional team I have joined this airdrop. Wish you all the best for great success.i hope this project will go moon very soon.this is real project in cryptocurrncy market. A very good idea for this year's project is what is needed for the crypto-currency world. The problems that have affected you from your idea are present in almost all exchanges.,False
7,msg49343050,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-21 05:57:03,Rizwan200,Newbie,56,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴",hi i have read the website and whitepaper.  The project seems to be good enough to growth . It seems to have good future and you have all my support.  how about the token adding time in market and exchanges? do you have any estimate time for it?  Best of luck Rento Team.,False
8,msg49344419,https://bitcointalk.org/index.php?topic=5074644.0,msg49330306,35931,Announcements (Altcoins),2019-01-21 08:00:11,eurobend6,Jr. Member,78,1,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴",   You can buy token here: https://rento-app.io/,False
9,msg49373296,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-22 22:34:33,oyones,Newbie,2,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴",I would like to give my view concerning this project. I'm really super excited to be part of this great and promising project. I am of  no doubt that this project will reach its full potentials in the nearest future.,False
10,msg49409678,https://bitcointalk.org/index.php?topic=5074644.0,,35931,Announcements (Altcoins),2019-01-25 02:27:12,josiasgsantos,Newbie,11,0,,"﻿🔴🔴[ANN]First global sharing App|Share, Rent, Profit everything You want﻿🔴﻿🔴","This  proposal is interesting, well structured, with  design that makes it attractive for all ages especially for the youngest. It has all the characteristics of a successful airdrop as cryptocurrency and business model. Congratulations",False
