id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg50073654,https://bitcointalk.org/index.php?topic=3798597.0,msg50067117,20398,Announcements (Altcoins),2019-03-08 14:24:55,Free1bitco.in,Hero Member,1274,500,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,   Are you sure demand is balanced? I saw the difference in demand very far from a few days until today Now is not the time to invest in ICO the best way is when tokens are listed in exchange then buy,True
2,msg50157474,https://bitcointalk.org/index.php?topic=3798597.0,,20398,Announcements (Altcoins),2019-03-14 12:03:55,duyduc256,Sr. Member,700,250,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"According to the latest information, BUDDY is listed at HOTBIT exchange and this is the best information that the project can do at this time. I believe that the value of BUD coin will be higher in the future because this project is well developed in Korea and there are not many holders of this token so I believe BUD will soon be in the top 100 coinmarketcap in the future",True
3,msg50188041,https://bitcointalk.org/index.php?topic=3798597.0,msg50157474,20398,Announcements (Altcoins),2019-03-16 15:54:31,Sellman,Full Member,406,112,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"  Listed on exchange is good news, but it won't make too much sense in aspect of long run if the Buddy project does not show its considerable developmental processes weeks or months after that. Anyway, the recently successful listing for Buddy on Hotbit is a truly good news for Buddy community. Congrats.",True
4,msg50326997,https://bitcointalk.org/index.php?topic=3798597.0,,20398,Announcements (Altcoins),2019-03-26 18:03:20,elitecstrike,Full Member,560,101,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"New feature: Custom Services in Build Actions [Beta]  Building and testing applications are the right alongside deployments. In order to test your app properly, however, you often need a database or some other service https://buddy.works/blog/custom-services-beta?utm_source=buddy_blog&utm_medium=social&utm_campaign=fb-post_03/19_bz&utm_content=custom-services-beta",True
5,msg50351936,https://bitcointalk.org/index.php?topic=3798597.0,msg50326997,20398,Announcements (Altcoins),2019-03-28 13:53:41,rahmat86,Sr. Member,868,250,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,  Good news to community buddy but in the telegram admin sometimes active to give information. I hope manager campaign not forget of bounty participant reward.,True
6,msg50435930,https://bitcointalk.org/index.php?topic=3798597.0,,20398,Announcements (Altcoins),2019-04-03 07:33:49,MadeinCoin,Legendary,1358,1001,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"Congratulations, now the Buddy is listed on CoinMarketCap; https://coinmarketcap.com/currencies/buddy/  By the way, I get information from the telegram, Buddy burn 5 Billion BUD ; https://etherscan.io/tx/0xf10e10a77a7bb2f8ae6cd6596e5ff402582aa3ceec231fbee07fa892987a5b3f",True
7,msg50714585,https://bitcointalk.org/index.php?topic=3798597.0,,20398,Announcements (Altcoins),2019-04-22 01:09:59,Republikcoin.com,Legendary,1386,1000,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,BUD is listed on IDEX with 2 pairs  https://idex.market/eth/bud https://idex.market/wbtc/bud  Reportedly BUD also plans to open a new pair of BUD/DAI on Idex https://medium.com/@BuddyWorks/bud-partners-with-idex-to-offer-decentralized-trading-797884d65003,True
8,msg48092669,https://bitcointalk.org/index.php?topic=3798597.0,msg47294166,20398,Announcements (Altcoins),2018-11-21 07:42:33,u_chiha,Member,378,10,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"  hay, it seems that Buddy private sale is still open, even I don't know when a private sale will end, if you want to invest then there is still an opportunity to invest in this Buddy project.",True
9,msg48108366,https://bitcointalk.org/index.php?topic=3798597.0,msg48092669,20398,Announcements (Altcoins),2018-11-21 18:43:36,Tamrlan,Full Member,285,113,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"  Token sale are still ongoing. Private Sale Now Open https://token.buddy.works  For the end of Private Sale has still not yet been decided, and it will be decided. They will announce later if the closing date Private Sale has been determined.",True
10,msg48220534,https://bitcointalk.org/index.php?topic=3798597.0,,20398,Announcements (Altcoins),2018-11-25 17:02:49,Tamrlan,Full Member,285,113,,[ANN] [PRE-ICO] [MVP] Buddy | Decentralized Development Automation Platform,"Update.  I got information from telegram Buddy; https://t.me/buddycloud  Tokens Buddy will be issued post TGE (Token Generation Event) completion, in November.  Looks like end this month. (This is only my guess)",True
