id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg52402303,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-09 07:25:59,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"Ранее в чатах и на вебинарах платформы партнеры задавали вопрос: что будет, если нужная сумма инвестиций не будет собрана? Как тогда будет разрабатываться блокчейн?  Мы отвечали тогда и сейчас отвечаем - сумма инвестиций не влияет на то, будет запущен блокчейн или нет. Мы в любом случае запустим его.  Вопрос заключается в том, как быстро мы это сделаем и на сколько качественный продукт будет в результате. Если рассматривать инвестиции, которые приходят в компанию на данный момент и представить, что они не изменятся в течении следующих 6-12 месяцев, то запуск блокчейн будет возможен не ранее зимы 2021 года. Но, это слишком долгий срок для нас!  Нам необходимо запустить блокчейн не позже окончания 2 инвестиционного этапа, то есть до 10 июня 2020 года. Это связано с тем, что технологии очень быстро меняются и при запуске блокчейн весной-летом 2020 года у нас больше шансов войти в ТОП компаний, которые будут локомотивами в данной отрасли.  Мы не зря говорим, чтопланируем войти в ТОП, так как на данный момент у нас у единственных есть продукт готовый к запуску на блокчейн и протестированный в течении 3 лет успешной работы. У нас уже есть партнеры, готовые запускать свои проекты на нашем блокчейне, а это очень важный момент. У нас есть тысячи партнеров, готовых в миг увеличить аудиторию платформы до миллионов пользователей. Плюс функционал новой социальной сети может в принципе перевернуть положение дел в данной сфере и мы вполне можем потягаться с лидерами рынка. А за счет уникальных функций и вовсе перевести серьезную часть платежеспособных пользователей в свои ряды.  Для того, чтобы ускорить разработку, необходимо привлечение дополнительных специалистов, которые усилят нашу команду и будут приближать запуск обновлений с максимальной скоростью.  Для привлечения новых программистов необходимы ресурсы, которыми компания на данный момент не обладает. Исходя из вышесказанного у компании есть два выхода из данной ситуации:  1 вариант - это непосредственно увеличение инвестиций со стороны партнеров. Под увеличением в данном случае я понимаю увеличение инвестиций в разы. Для этого инвесторам фонда необходимо выкупить примерно 5.000-10.000 долей. 2 вариант - это запуск IEO на крипто бирже. IEO - это подобие ICO, но проводится под покровительством самой биржи и собственно более безопасно для инвесторов, и более перспективно для нас, как создателей платформы. При этом по завершению IEO токен торгуется на этой же бирже.  Первый вариант самый выгодный как партнерам(инвесторам), так и компании. Так как в этом случае партнеры увеличивают свою доходность и в дальнейшем получают все сливки с блокчейна. А компания “зная в лицо” инвесторов снижает риск волатильности стоимости монеты на биржах, и риск всевозможных атак недоброжелателей.  Второй вариант также интересен всем сторонам за счет того, что ускоряется работа и запуск обновлений. Но, по этому варианту в разы уменьшается  количество свободных долей, которые могли быть выкуплены инвесторами в течении года, а при успешном проведении IEO и вовсе закрытие второго инвестиционного этапа гораздо раньше запланированного времени.  Поэтому перед компанией и партнерами стоит непростая задача выбрать правильный путь в работе. И в течении последующих 2 месяцев мы будем стоять перед непростым выбором. И в середине октября примем решение, исходя из активности инвесторов фонда. Спешу успокоить всех инвесторов фонда LPIF!  На Вас эта ситуация никак не скажется! И более того, она будет даже выгодна Вам, так как только у Вас повышенные проценты. Тогда как у участников IEO будут лишь токены компании под обычный процент, которые при запуске блокчейна будут обменены 1 к 1. Плюс появится возможность продажи токена на сторонней бирже, где токен будут готовы покупать.  А за счет того, что на IEO токен будет продаваться за 0,5$, то его цена на бирже может вырасти минимум до 1$. А с ценой вырастут и Ваши доходы.",False
2,msg52402332,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-09 07:30:34,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"Возвращаясь к вариантам развития компании, о которых мы вели обсуждение выше. Было принято решение о возможности внесения некоторых изменений в инвестиционное предложение.   Согласно двум вариантам развития мы выбираем развитие исключительно за счет инвестиций партнеров компании или, второй вариант, это выход на биржу с предложение IEO.   Как я ранее писал, инвесторам и компании ближе и интереснее первый вариант, при котором среди инвесторов исключительно партнеры компании, которые понимают куда идет компания и чем она занимается.   В чате я писал, что для работы по первому варианту необходимо реализовать 4000-5000 долей компании. Этих инвестиций будет достаточно для запуска обновлений и блокчейна компании.   На данный момент за 4,5 месяца работы инвестиционного фонда LPIF реализовано 1000 долей компании. После реализации последующих 1000 долей мы отключим возможность покупки менее 200 долей и закроем бонусные предложения.   Это означает, что после того, как будет продана вторая тысяча долей, стать инвестором компании возможно будет только с минимальной, но не ограниченной суммы в 200 долей. При этом стоимость долей будет рассчитываться исходя из биржевой стоимости монеты на нашей новой бирже, но не менее 0,5$.   Этот шаг необходим для снижения дальнейшей добычи монет на блокчейне и увеличения доходности у инвесторов, за счет увеличения цены монеты на бирже. Увеличение минимальной покупки до 200 долей необходимо для дальнейшего создания сильных майнинговых нод, не принадлежащих компании.   Обратите внимание! Как только будет продана вторая тысяча долей компании, возможность купить 1,10 и даже 199 долей не будет! Только от 200 долей! Которые также можно будет покупать в рассрочку, но уже без бонусных предложений.   Относительно запуска собственной биржи уже сейчас.   По соображениям безопасности было принято решение о разделении разработки. Крипто биржа, которая изначально планировалась запускаться внутри платформы, будет запущена отдельно от нее, но в дальнейшем будет иметь единый вход.   Разделение разработки позволит в дальнейшем иметь две независящие друг от друга платформы, которые на 100% совместимы и при этом не имеют общих рисков при совершении DDoS атак или других мошеннических действий, которые могут нанести ущерб компании “LeoPays”   P.S: 1000 долей это небольшая сумма и они могут закончиться уже через неделю или даже завтра! Сегодня об этом знаете только Вы, завтра об этом узнают все партнеры компании. На 10-29 по мск 9 сентября осталось всего 873 доли.",False
3,msg52402538,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-09 08:00:27,Egorka121275,Jr. Member,644,1,,LeoPays | Social Business Network - социальная бизнес сеть.," Проект выглядит довольно привлекательным, я зарегистрировался на платформе и начал майнить потихоньку. Надеюсь скама не будет.",False
4,msg52403262,https://bitcointalk.org/index.php?topic=4644691.0,msg52402538,918,Русский (Russian),2019-09-09 09:29:31,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"   В планах у нас нет такого пункта, как скам Обязательно следите за новостями!",False
5,msg52433047,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-12 10:54:49,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"Сегодня у нашей Компании замечательная дата. Ровно 3 года назад, 12 сентября 2016 года, мы официально запустили бета-тестирование нашей платформы.   За 3 года было много изменений, в том числе и глобальных. Было протестировано множество инструментов работы, многие из которых работают по сей день. Партнеры компании приходили, работали, уходили и вновь возвращаются на  просторы нашей социальной сети.   Впереди еще много новинок ожидает инвесторов, партнеров и пользователей компании. Много изменений произойдет на пути становления компании. Но вместе мы их осилим, переживем и достигнем тех вершин, к которым стремимся с момента основания и зарождения идеи.   Не будем сильно вдаваться в лирику и разглагольствовать о будущем, лучше продолжим развиваться и приносить людям пользу, в ответ получая хорошие отзывы и благодарность партнеров.    В честь нашего 3 летия и по множеству просьб со стороны инвесторов, мы продлеваем возможность покупки долей от 1 штуки и получить при этом прекрасный бонус на выбор до 00-00 понедельника 16 сентября. С 16 сентября минимальный инвестиционный пакет составит 100 долей компании.   У партнеров есть еще целых 4 дня, чтобы стать частью компании и принять участие в дальнейшей судьбе платформы!   Ну и все вместе начинаем готовиться к официальному открытию компании после успешного обновления и запуска своего блокчейна!",False
6,msg52433426,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-12 11:35:28,lidya76,Jr. Member,168,2,,LeoPays | Social Business Network - социальная бизнес сеть.,"Проект интересный, но зарегистрироваться не могу. Требуется логин приглашающего. Может кто-нибудь пригласит? Буду благодарна.",False
7,msg52433674,https://bitcointalk.org/index.php?topic=4644691.0,msg52433426,918,Русский (Russian),2019-09-12 12:02:44,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,   Напишите в онлайн поддержку на сайте. Вам помогут,False
8,msg52433702,https://bitcointalk.org/index.php?topic=4644691.0,msg52433674,918,Русский (Russian),2019-09-12 12:06:20,p1rojenko2211,Full Member,630,101,,LeoPays | Social Business Network - социальная бизнес сеть.,"   Или можно еще проще - наставник inform. Всего за несколько минут в сети находится статья, в которой человек выступает в роли наставника и предлагает помощь для максимизации дохода -https://firstresseller.ru/leopays-biznes-set-s-kuchej-fishek-i-avtodohodom-bez-vlozhenij/.",False
9,msg52467578,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-09-16 06:44:23,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"Сегодня мы восстановили работу баннерного места размером 728*90 и теперь оно готово принять Ваши рекламные предложения)  Также мы добавили новый формат баннера на платформу размером 240*400. Он располагается над счетчиком майнинга под правым меню.  А Вы знаете, что это самое просматриваемое место на сайте, так как там находится ""магический"" счетчик, который майнит Вам токен LPC.  Заказать рекламу можно из кабинета рекламодателя https://leopays.com/my-office/reklamnyj-tsentr  Для заказа рекламы у Вас на рекламном счете должны быть рекламные токены!",False
10,msg50512424,https://bitcointalk.org/index.php?topic=4644691.0,,918,Русский (Russian),2019-04-08 11:52:02,Leoland,Jr. Member,93,1,,LeoPays | Social Business Network - социальная бизнес сеть.,"В ""Рекламный центр"" добавлен новый формат рекламы.  Баннерная реклама размером 728*90 пикселей - один из самых распространенных форматов рекламы.  Заказать его Вы можете в разделе ""Рекламный центр"" >> ""Добавить новое объявление"" или по ссылке:  https://leopays.com/my-adagency-ads/adagencyAds/addbanners  В конце недели мы запустим третий формат ""Баннер 300*250""  Если у Вас есть рекомендации по видео инструкциям, готовы Вас выслушать и записать.",False
