id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg30168924,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-02-12 22:31:47,Marahunter,Member,308,11,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,how is the development of the bot proceeding so far? any new developments?,False
2,msg30169104,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-02-12 22:36:51,frcat,Full Member,798,101,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,You have wallet already? Or demo version of wallet? What currencies your wallet will be accept? Only tokens or coins also?,False
3,msg30316495,https://bitcointalk.org/index.php?topic=2180877.0,msg30169104,5431,Announcements (Altcoins),2018-02-15 04:27:59,JollyTrades,Hero Member,602,500,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,   You may use the demo here: https://t.me/telexaibot  The bot works with BTC and ETH. We are working on accepting fiat.  Trade TLX on Macro: https://macro.exchange Trade TLX on YoBit: https://yobit.net/en/trade/TLX/USD  We will soon be here with good news.  Cheers!,False
4,msg32252734,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-03-13 22:29:09,gslgroup,Member,434,17,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,"It is really great that token is listed on Yobit. However, daily volumes are still very law... And it seems that the situation will not improve in short term.",False
5,msg34386776,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-04-10 15:21:50,realcoinking,Newbie,85,0,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,TelexAI.com has a new look!  https://telexai.com,False
6,msg34714702,https://bitcointalk.org/index.php?topic=2180877.0,msg34386776,5431,Announcements (Altcoins),2018-04-14 22:12:55,itranslate,Jr. Member,112,2,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,  The website looks nice. Is there any updates on the core functionality of the project. What is the main priority of the development team for the next month?,False
7,msg34739722,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-04-15 09:25:25,Panrado,Jr. Member,159,1,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,"Great Project, great potential. Good luck to everyone who supports!",False
8,msg34836613,https://bitcointalk.org/index.php?topic=2180877.0,msg34714702,5431,Announcements (Altcoins),2018-04-16 12:26:56,realcoinking,Newbie,85,0,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,   take a look at the progress report for Q1 and the plan moving forward http://telexai.com/docs/TeleX-AI-2018-Q1-Public-Progress-Report.pdf,False
9,msg34845588,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-04-16 14:19:07,realcoinking,Newbie,85,0,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,don't forget to join us on Discord! https://discord.gg/T28vEMG,False
10,msg37382703,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-05-15 18:58:51,albermaze,Member,182,10,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,It is look like there is at least some activity on Yobit exchange. The price goes up for the first time since several weeks.,False
11,msg37388153,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-05-15 20:05:29,cabbage55,Member,181,10,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,"Interesting idea for the project, also will be useful for beginners. And what about security? Can the bot be hacked and how is it integrated into the crypto network? I understand that the network itself is safe enough, but what if important data that a user types to the bot is stolen somehow? Is it possible?",False
12,msg38903655,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-05-29 19:40:25,realcoinking,Newbie,85,0,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,Telex $TLX is now listed on coingecko - https://www.coingecko.com/en/coins/telex-ai,False
13,msg40695884,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-06-22 23:01:11,5ensei,Full Member,686,103,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,"Is there going to be a progress report published for Q2? We are reaching the end of this quarter period and was wondering what stage we are at regarding development of the product. I think listing on 2 exchanges is fine for now, other marketing will be needed though",False
14,msg43346652,https://bitcointalk.org/index.php?topic=2180877.0,,5431,Announcements (Altcoins),2018-08-02 15:56:55,TeleX AI,Newbie,2,50,,TeleX AI | buying and selling crypto is now as easy as chatting with a friend,"Dear All,  Here is the announcement about the TLX token: https://medium.com/telexai/security-update-regarding-telex-erc20-token-smart-contract-eaeaf9cdbe66  In sum, we are upgrading the token contract and the first step will be to delist our token from Yobit. If you have TLX balance on Yobit, it is advisable that you withdraw it before delisting.",False
