id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
88,msg41816914,https://bitcointalk.org/index.php?topic=4548871.0,msg41797551,19227,Announcements (Altcoins),2018-07-09 06:54:04,ehrz22,Full Member,406,105,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"   I agree, this project have good features that will make them succeed in the near future. It just really need to make more good marketing and advertising strategies to boost popularity of this project.",False
89,msg41817168,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 06:59:41,pruzmani,Newbie,188,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I hope successful. They work hard.,False
90,msg41818316,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 07:22:30,ddmmyyyy,Newbie,69,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"I have registered AIRDROP  I see Cointradebase Exchange project is very attractive, so has the potential in the future.",False
91,msg41831517,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 11:22:46,Brytvillz,Newbie,4,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This is the future,False
92,msg41840326,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 13:45:10,adharsh5128,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,best airdrop ever,False
93,msg41840925,https://bitcointalk.org/index.php?topic=4548871.0,msg41797551,19227,Announcements (Altcoins),2018-07-09 13:54:40,cryptoroland,Full Member,350,100,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"  The project team is very small - 3 main and 2 advisors. In the future, it will be necessary to increase the number of people who work on this project. Of course, if the project has a future))",False
94,msg41846641,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 15:21:24,sirash,Newbie,49,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,i like this project .this project has a cool idea,False
95,msg41846765,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 15:23:21,teo.lol,Newbie,101,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,So many added-value in your project ! Wish you all the best,False
96,msg41850779,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 16:24:46,jamilhossain,Newbie,19,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,An interesting project. I will definitely follow up with you!,False
97,msg41850902,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 16:26:41,ak2860,Newbie,28,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,that's very big project in this year wish you we get much big with that new exchange,False
98,msg41855090,https://bitcointalk.org/index.php?topic=4548871.0,msg41804857,19227,Announcements (Altcoins),2018-07-09 17:33:22,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"   it will stop if we reach the Hardcap before 6 Months, you can refer people to buy tokens and earn 20% in eth or btc on each refer by spread the news to the Crypto lovers to help us reach the Hardcap before the 6 Months",False
99,msg41855448,https://bitcointalk.org/index.php?topic=4548871.0,msg41840925,19227,Announcements (Altcoins),2018-07-09 17:39:57,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"   definitely more Team are coming in with us, Thanks for the support kindly spread the News to the Crypto lovers",False
100,msg41855635,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 17:43:29,sadwage,Member,281,11,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,discover  this great platform with best team.injoy your time.I am very confident that this will be very successful and have a great  future good luck dev.,False
101,msg41858846,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-09 18:41:41,Irich72,Jr. Member,56,2,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"I like that the CTB platform will support a lot of currencies, and also that there will be an opportunity to convert its crypt currencies to its national currency anywhere in the world. Another positive factor is that on the platform Cryptocurrency Escrow Trading Platform, people will be able to trade all local currencies against the CTB token and some standard crypto-transitions and tokens anywhere in the world. These are great opportunities!",False
102,msg41732629,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 04:10:08,mohidul1100,Newbie,62,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I'm wishing you good luck and an extraordinary and globally success for your booming business!,False
103,msg41734607,https://bitcointalk.org/index.php?topic=4548871.0,msg40968483,19227,Announcements (Altcoins),2018-07-08 05:12:09,naruto1991,Newbie,1,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,    Love the project. Looking forward to its release. Very excited!,False
104,msg41736299,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 05:55:26,bishal3690,Newbie,55,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Realy happy to see this kind of project. It is a very promising project. Hope it will reach it""s goal.",False
105,msg41737941,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 06:34:30,nguyentamvip,Newbie,5,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,gooh yah,False
106,msg41740504,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 07:29:18,dbenz_man,Newbie,24,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This is an unspoilt project.. All should be  on the lookout for the speed with which the project will create impact,False
107,msg41741002,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 07:38:15,rtvk1971,Member,180,10,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"I became interested in this project. I will study and observe. A lot of pacifiers appear recently, and this project seems to have good potential. I hope that was not mistaken.",False
108,msg41744569,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 08:46:00,Alex545,Newbie,66,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Very perspective project! I recommend to participate all! It is possible to earn good money!,False
109,msg41754504,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 11:27:18,keysersoozzee,Newbie,21,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Very perspective project! I recommend to participate all! It is possible to earn good money!,False
110,msg41761170,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 13:01:32,tsikis82,Newbie,4,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,A very interesting project your very good job recommend it!!!,False
111,msg41761342,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 13:03:53,Komova86,Newbie,7,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Very interesting project. I will definitely follow you,False
112,msg41762352,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 13:17:39,whtawsif,Newbie,1,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,its a good project,False
113,msg41763003,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 13:25:43,alina786,Newbie,61,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I hope this project change our life style.,False
114,msg41763490,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 13:32:15,imrankhanbd,Newbie,67,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,its best project from all other token,False
115,msg41773002,https://bitcointalk.org/index.php?topic=4548871.0,msg41749154,19227,Announcements (Altcoins),2018-07-08 15:29:04,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,  Kindly read our white paper for more information,False
116,msg41777905,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 16:29:29,Princeugo,Newbie,11,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,A great project with a great team. This could be Africa's Binance!,False
117,msg41789247,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 19:01:00,Tinku Singh,Newbie,10,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange, BEST BEST BEST Very BEST Project Thank you to all the sponsors of this project and good luck to all A wonderful project that I hope will continue and achieve a great success.  as per my knowledge its great project.,False
118,msg41793703,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 20:03:56,JUGRAJ99,Newbie,35,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Awesome project, it will be one of the best project in coming days",False
119,msg41796659,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 20:50:55,Kofoworola1,Newbie,23,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This is a laudable project. Will sure love to be a part of it,False
120,msg41797551,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 21:07:22,Igatawa,Newbie,37,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Nice project I think that this project has a strong team, which has experience for future development, this is a good project for investment. Good luck dev",False
121,msg41799084,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 21:41:51,mapacriptomoeda,Newbie,6,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Innovative and very exciting project, it will surely be successful and will reach the planned goal. I hope this project will attract more investors.",False
122,msg41710831,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 17:21:39,huyhoangkt,Newbie,24,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This is good project. I have researched and followed many blockchain projects. I have seen many exchanges and I must say this one has the most advanced design.,False
123,msg41711779,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 17:39:16,Qaiserj63,Newbie,117,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Intresting project great exchanges project,False
124,msg41715103,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 18:53:01,boboho,Newbie,51,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This is good project. I have researched and followed many blockchain projects. I have seen many exchanges and I must say this one has the most advanced design.good luck dev and team,False
125,msg41715410,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 18:59:20,ahmedkedd,Newbie,144,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,This project looks promising. To hope for the success of the development and community that supports this project and hopes that it will last long,False
126,msg41716106,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 19:13:47,Zimbarava,Newbie,8,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Good job interesting and promising project.,False
127,msg41716638,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 19:27:13,dontheguided,Newbie,55,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,very good project...everyone should take part..,False
128,msg41717294,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 19:44:05,rana0393,Newbie,35,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"wow very nice project,i hope succesfully your project.",False
129,msg41719003,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 20:26:16,sub95,Newbie,33,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"This is a great project, looking for a better future.",False
130,msg41721794,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 21:36:11,sisaket,Newbie,51,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,great,False
131,msg41721847,https://bitcointalk.org/index.php?topic=4548871.0,msg40968483,19227,Announcements (Altcoins),2018-07-07 21:37:34,vvsnoyabrsk,Newbie,56,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange, ,False
132,msg41722005,https://bitcointalk.org/index.php?topic=4548871.0,msg40968483,19227,Announcements (Altcoins),2018-07-07 21:41:50,vvsnoyabrsk,Newbie,56,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange, ,False
133,msg41723232,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 22:16:26,himMahmed,Newbie,36,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"i support this project . it has a good team, i wish success for it.",False
134,msg41724110,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 22:46:29,samerhunt,Member,223,10,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"very promising project ,I am in. I hope every success.",False
135,msg41724842,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 23:10:18,andimuc089,Newbie,28,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Solid project, sounds definitely interessting!",False
136,msg41725755,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 23:41:14,coinfree13,Newbie,4,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,good will try,False
137,msg41729254,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 02:15:16,janjims007,Member,189,10,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,New incoming exchange. This will be a good exchanges for some trader,False
138,msg41729657,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 02:31:21,Lalaland83,Newbie,26,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Amazing project. Hopefully it will success,False
139,msg41729893,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 02:39:38,vanhuy82,Newbie,5,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Yippee, another exchange with own tokens... All the best.",False
140,msg41730727,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 03:09:27,Winter1810,Jr. Member,350,1,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I'm wishing you good luck and an extraordinary and globally success for your booming business!,False
141,msg41732237,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-08 03:58:04,phammquyet,Newbie,66,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,i think this project is super great that i will take part in,False
142,msg41683912,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 09:22:08,magentarendro11,Newbie,154,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"the exchange business is very promising, let alone many big and successful entrepreneurs move and invest money in the exchange market blockchain, but is there something unique and special in your exchange",False
143,msg41684310,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 09:29:34,simarjeet13,Newbie,67,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Great project and team as well. Hope may very successfully in the future.,False
144,msg41684598,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 09:34:51,LegendaryMemberArt,Member,406,10,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,how will your platform cope with such as the network ether which is happening now? Will this affect the Commission on your exchange? Thanks,False
145,msg41685589,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 09:51:42,shemul34,Newbie,11,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Nice  Project  And good Team work, Hope this project create history in crypto market Good luck, Everybody.............................. ",False
146,msg41686128,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 10:01:32,shehbaza28,Newbie,149,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I like the concept of this project. Well prepared team and project. I hope you rock in cryptocurrency market.,False
147,msg41687610,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 10:29:11,kumawatashish,Newbie,57,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Simplified, fast and secured exchange main things of this project is Low or No Transaction Fees and Active 24/7 customer support services",False
148,msg41688569,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 10:48:09,Ace-Baba234,Newbie,23,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Good thinking good product,False
149,msg41690491,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 11:24:58,donmezali35,Newbie,38,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Great project, Strong and well coordinated team, so there are very high chances of success here! In addition, the high-quality implementation of the platform inspires confidence!",False
150,msg41692475,https://bitcointalk.org/index.php?topic=4548871.0,msg40968483,19227,Announcements (Altcoins),2018-07-07 12:02:30,agrakapil,Newbie,6,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange, ,False
151,msg41693216,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 12:17:06,Sudiptad,Newbie,110,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Excited about this platform who allowed to trade digital to fiat and digital to digital nice team also,False
152,msg41695877,https://bitcointalk.org/index.php?topic=4548871.0,msg41684598,19227,Announcements (Altcoins),2018-07-07 13:05:18,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,   the Ethereum network can never affect the exchange performances. Different measures have been put in place to solve any future challenges CTB Token sale start on july 10 participate and refer to earn 20% in eth or btc,False
153,msg41696201,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 13:10:56,rakhalib14,Newbie,26,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,can anybody explain me? what type of exchange this will be inda future time? any decentralization?,False
154,msg41696900,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 13:23:36,sagar1,Newbie,21,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,i complete all task good luck,False
155,msg41701041,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 14:38:15,OZmaster,Sr. Member,732,251,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,They even have a typo in their thread title. I would not touch this project. Anyone seeing this think carefully!,False
156,msg41703020,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 15:11:26,haixomhd168,Newbie,43,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,The project is great. Keep going.,False
157,msg41703142,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 15:13:26,OrcT,Newbie,5,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Nice project GL ,False
158,msg41703553,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 15:19:59,almohet88,Member,322,44,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I liked their project and wanted to invest a certain amount of money,False
159,msg41706029,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 16:01:07,koderhan,Newbie,46,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Very Great Project.,False
160,msg41708125,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 16:35:10,Viktor_Gertsen,Newbie,95,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Great team, great company, great road map! I'm sure the company will show great results! Today there is a great urgency of development in this field! I participate in the ICO, and encourage everyone to participate. Good luck to all!",False
161,msg41709774,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 17:02:36,g8a40xpmgh55,Newbie,52,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Thank for project,False
162,msg40968483,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-06-26 19:14:35,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"WELCOME TO  COINTRADEBASE! OFFICIAL BITCOINTALK TOPIC!      COINTRADEBASE         THE LEADING GLOBAL BLOCKCHAIN AND MULTI SIDED CRYPTO EXCHANGE ! ▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆ Telegram  │     Twitter    │   Facebook      │  Public Sale Coming Soon!  │      LinkedIn   │   Youtube   │   Reddit │   Medium   Please beware of scammers! Nobody from  our Team will request contribution via telegram or email.  WEBSITE│   WHITE PAPER │   BOUNTY PROGRAM    CoinTradeBase Exchange is a multi-sided platform which incorporates different kinds of exchanges to shine users’ experience, and oversimplify digital-to-fiat and digital-to-digital exchange among traders, investors and ordinary persons. The fuel which powers the ecosystem is the CTB token, which will be used to pay for the listings, and votings, with a special market created for different CTB-altcoin pairs. CTB token is an ERC 2.0 token issued by Coin Trade Base.  Our mission is to build a robust platform which can withstand any amount of influx, cast off any security threat, and stand the test of time (as regards positive users’ experience and feedback). To boot, we strive to make Coin Trade Base the number-one and largest cryptocurrency exchange platform in the world in terms of safety, trust, active support system and simplified user’interface for beginners, pro traders, ordinary persons and investors.   PRODUCTS i. Digital-to-Fiat Escrow Exchange This is the first product of Coin Trade Base, and it will feature two different kinds of systems through which people can exchange their fiat money for cryptocurrencies vice versa. The two systems are : Absolute Escrow Exchange and Digital-to-Fiat Exchange. The two exchanges will be discussed in this section. Absolute Escrow Exchange This exchange system embraces a trust less linkage between a buyer(someone who wants to exchange his fiat for a cryptocurrency) and a seller (someone who wants to exchange his cryptocurrency for fiat). The mode of operation is simple and allows two persons to perform a seamless transaction in a transparent environment.  Digital-to-Fiat Exchange This is a fiat-to-crypto exchange which allows users to deposit ats, and trade them against cryptocurrencies. To keep track of the trade history and market psychology of a particular pair, there are charts, and to make predictions about the directions of the markets, there are indicators alongside other cool features. ii. Digital-to-Digital Exchange This exchange allows users to trade different coins and tokens against each other, and is designed to be user-friendly with oversimplified user’s interface.  OTHER PRODUCTS  Decentralized Exchange This is the third product of Coin Trade Base, and it will come at a later date after the launch of the first two exchanges. This exchange will feature an absolute decentralized authority on the end of the users; the users will have an absolute control over their funds without any centralized body. Directly from their wallets, they will be able to swap between crypto assets.  Advantages of CoinTradeBase Exchange  1. Proof Of Burning And Income Split As an incentive for holding CTB tokens, a certain percentage of the profits accrued daily will be converted to CTB tokens, and burned. This, in turn, reduces the amount of CTB tokens in circulation, and ensues the scarcity of the tokens. This will naturally create a significant value for the coin. To boot, upon burning, Profit share: up to 70% of the actual income generated from our decentralized Exchange will be airdropped to the holders of CBT token every month. Trading fee: up to 50% discount on trading fees by using CTB token on our exchanges 2. Advanced Security Cryptocurrency exchanges handling users' funds and data have to be secured. In the past, many security breaches leading to the loss of funds and data have been recorded in most exchanges. To make Coin Trade Base secure and ensure an absolute safety of the users' funds, a multi-factor, dynamic, and authentication mechanism - to sensitive operations like withdrawal, etc - is adopted, and funds are held in a secure cold storage. This provides maximum security for our users. To boot, wallets in the platform have adopted multiple security levels of storage solution in line with their storage scale, and utilized cold storage and encrypted databases. We have stored the micro-withdrawal wallets in the private network architecture which has multi-layer firewall on the basis of security isolation. Thus, financial safety on this platform is taken diligently with utmost professionalism.  3. Low or no transaction fees Most exchange platforms charge exorbitant fees on every transaction, and this is seriously affecting the users' profit. However, on Coin Trade Base, there are low or no transaction charges. As a result, our users gain more outputs.  4. Simplified user’s interface One of our aims is to make cryptocurrency trading and exchange easier for both the beginners, ordinary persons, and the professional traders. Coin Trade Base’s interface is simply designed, easy to access and understand, and facilitate cryptocurrency trading more than other older and clunky exchanges.  5. Unlimited high performance and worldwide presence Coin Trade Base is a powerful and reliable platform built to withstand the present and future cryptocurrency market. Our exchanges’ servers will be powerful and dynamic to handle millions of transaction per second (according to the future market demand). Therefore, we can guarantee that there will be no delay or lag throughout the whole core order process when the market booms. CTB servers are located in global regions: Asia, America, Europe, Australia, Africa and more, and there will be fast server responses wherever the users are.  6. High liquidity and multiple cryptocurrencies support High trading volume gives more liquidity, and the higher the exchange’s̕ volume, the better. In the early phase, CTB will provide BTC, CTB, ETH, BCH, NEO and USDT markets pairs with a significant number of cryptocurrencies and standard ERC20 tokens. The support list will be gradually increasing over time.  7. Active 24/7 customer support services At CTB, we value our users and have put in place 24/7, professional and friendly customer support team members, who are ready to attend to our users' needs at any time of the day, without any delay. CTB will offer customer services through different means including webpage, hotline, e-mail and social media. As the number of users grows, so does the customer support team grow simultaneously.   CTB Token Details  Coin Trade Base (CTB) token is a decentralized and peer to peer ERC-20 token issued by Coin Trade Base (CTB) cryptocurrency exchange and built on Ethereum Blockchain technology with a total supply of 200 million in which 80 million is set as reserve.  Name:   Coin Trade Base Token Symbol:   CTB Standard used:   ERC 20 Contract address: 0x8eca0b6bc91d08fb9b7abde8a701438066de0204    Blockchain:   Ethereum Total supply:   200 million Token type:   Utility Hard cap:   $12.749 million  TOKEN DISTRIBUTION  A total of 200 million CBT tokens are supplied and the token distribution is shown below: ICO:   70, 000, 000 (35 %) Referral bonus:14,000,000 (7 %) Airdrop: 4, 400,000 (2.20 %) Marketing and Exchange listing: 5,000,000 (2.50 %) Team: 10,000,000(5.0%) Developers: 10,000,000 (5.0 %) Partners:   6,414,750 (3.21 %) Future: 80,000,000 (40.00 %)  SOCIAL MEDIA LINKS FACEBOOK  TWITTER  LINKEDIN  REDDIT YOUTUBE  TELEGRAM MEDIUM    contact us Support@cointradebase.com",False
163,msg41062976,https://bitcointalk.org/index.php?topic=4548871.0,msg41053706,19227,Announcements (Altcoins),2018-06-28 08:00:31,COINTRADEBASE EXCHANGE,Newbie,13,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,  Thanks Register and let the world  know about CoinTradeBase Exchange Project,False
164,msg41200608,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-06-30 08:50:46,dzkrb1966,Full Member,602,110,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"I support this project, since I would like to have more exchangers and so that I can pick up less exchange rate. Will you have an exchange in Fiat?",False
