id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41408853,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-07-03 08:20:41,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"We continue to publish information about the project.  Now on the site you can see the UniDAG team, and also apply to join it.",True
2,msg41410587,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-07-03 08:49:31,brjameng,Sr. Member,742,250,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"Just checking on the bounty thread, as I can see the total allocated coins does look good enough for bounty participant. Also the the reward will be given every month, that can be really convenient for everyone who wish to get fast bounty payment.",True
3,msg41410994,https://bitcointalk.org/index.php?topic=4516651.0,msg41410587,672,Announcements (Altcoins),2018-07-03 08:56:29,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"   Exactly, we have a very long ICO, 303 days. Therefore, to maintain the community was allocated enough coins ",True
4,msg41925462,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-07-10 19:41:26,afterstorm,Copper Member,224,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"UniDAG is a project developed and supported by individuals, different communities, commercial companies and government agencies. Read more on https://findico.io/ico/unidag",True
5,msg40665040,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 13:49:05,k0er,Legendary,1078,1065,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,◈ ◈ ◈  UniDAG  Bounty`s Thread  ◈ ◈ ◈                             Local Threads     RUSSIAN                     Team UniDAG is glad to accept all interested specialists and administrators very different profiles. Apply to join the team here:,True
6,msg40665056,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 13:49:23,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"Complete update of the UniDAG project Dear community, project participants and all interested people! In connection with the expansion of the UniDAG team in the form of individual groups and new candidates for the UniDAG consortium, the change in the official policy in relation to cryptocurrencies in many countries and the general instability of the current state of all cryptoworld, the project management decided to carry out a general reformatting of the project by making the necessary adjustments and implementing the project's features in compliance with internal and external regulations. The UniDAG project was and remains an adherent to the philosophy of freedom, openness and officiality, therefore all detailed information will be published on the official resources of the project regarding each direction as agreed by the project participants and approval by the administration. For the time of a full update, the UniDAG project should be considered frozen. As a consequence, the current smart contract should be considered invalid, and tokens from it will be destroyed, except paid for the bounty program (https://medium.com/unidag/unidag-project-updating-bounty-campaign-c8894bdcf330). After the internal restructuring of the project, new ICO rules will be announced, and an updated address of the launched smart contract will be provided. NO ONE OF THE ADMINISTRATION AND PROJECT TEAM WILL SEND TO YOU ETH OR ANY ADDRESS IN PERSONAL MESSAGE! IT IS SCAMERS, BE CAREFUL! Despite the announcement, social networks will continue to function, and at any time you can ask your questions in our chat rooms. We strongly recommend subscribing to our newsletter (https://eepurl.com/dyeGOb), so as not to miss the period of swap of old tokens for new We are grateful to all members of the community who joined us at an early stage, supported us throughout this time and continued and continue to maintain the trust in the UniDAG project We apologize, with best regards, the UniDAG project team!",True
7,msg40665207,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 13:51:49,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"⌂Dear community! In the next few weeks, https://unidag.com will be unavailable from 23:00 to 00:00 daily due to technical works and updates. We apologize, the UniDAG project team. ⌂The first round of the ERC-20 UniDAG token (UDAG)  crowdsale starts. Visit https://unidag.com to participate in the crowdsale and get 33 % discount! ⌂Dear community! We hear our community and appreciate its contribution to the development of the project.  Based on the results of the first reports, it became clear who wants to support the project, so the bounty team took the following decision. Regardless of what color you were marked at the beginning of the reporting month, if you make posts and reposts, then you have all the chances to occupy the place of the person who passed the selection at the end of the month, but missed the delivery of the report.  You can check the FaceBook spreadsheet and see the update. Best regards and thanks, UniDAG team.",True
8,msg40665462,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 13:55:28,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"Complete update of the UniDAG project  Dear community, project participants and all interested people! In connection with the expansion of the UniDAG team in the form of individual groups and new candidates for the UniDAG consortium, the change in the official policy in relation to cryptocurrencies in many countries and the general instability of the current state of all cryptoworld, the project management decided to carry out a general reformatting of the project by making the necessary adjustments and implementing the project's features in compliance with internal and external regulations.  The UniDAG project was and remains an adherent to the philosophy of freedom, openness and officiality, therefore all detailed information will be published on the official resources of the project regarding each direction as agreed by the project participants and approval by the administration.  For the time of a full update, the UniDAG project should be considered frozen. As a consequence, the current smart contract should be considered invalid, and tokens from it will be destroyed, except paid for the bounty program (https://[Suspicious link removed]/hnqp3t).  After the internal restructuring of the project, new ICO rules will be announced, and an updated address of the launched smart contract will be provided. NO ONE OF THE ADMINISTRATION AND PROJECT TEAM WILL SEND TO YOU ETH OR ANY ADDRESS IN PERSONAL MESSAGE! IT IS SCAMERS, BE CAREFUL!  Despite the announcement, social networks will continue to function, and at any time you can ask your questions in our chat rooms. We strongly recommend subscribing to our newsletter ( http://[Suspicious link removed]/dyeGOb ), so as not to miss the period of swap of old tokens for new  We are grateful to all members of the community who joined us at an early stage, supported us throughout this time and continued and continue to maintain the trust in the UniDAG project  We apologize, with best regards, the UniDAG project team!  Original: https://[Suspicious link removed]/hnqp3t",True
9,msg40665999,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 14:04:17,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"We are glad to see you here! If you have any questions, then write here, or in the official Discord/Telegram ",True
10,msg40666205,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-22 14:07:05,Delphinus,Full Member,560,112,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,Will keep an eye on your project ! ,True
11,msg40666953,https://bitcointalk.org/index.php?topic=4516651.0,msg40666829,672,Announcements (Altcoins),2018-06-22 14:17:59,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"   Thank you, but we already have a Russian translation",True
12,msg40668103,https://bitcointalk.org/index.php?topic=4516651.0,msg40666205,672,Announcements (Altcoins),2018-06-22 14:33:44,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,   It's nice to hear about it!,True
13,msg40895589,https://bitcointalk.org/index.php?topic=4516651.0,msg40894715,672,Announcements (Altcoins),2018-06-25 17:42:38,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"   We are very pleased for your interest, but we don't use DAG as main idea. UniDAG as technology is  a hybrid of Blockchain and DAG, so it will be hard for us to join your community. Best regards, UniDAG project team",True
14,msg40933200,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-26 09:32:04,delfastTions,Hero Member,1092,521,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"......From WP    where is written about the project team    Who is author   """"UniDAG Independent Decentralized Ecosystem. Universal Directed Acyclic Graph""""  Doshyn Yevhenii  ",True
15,msg40938564,https://bitcointalk.org/index.php?topic=4516651.0,msg40933200,672,Announcements (Altcoins),2018-06-26 11:04:21,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"   1. Thank you for review of our project. We fixed bad translation . 2. The current version of  the WhitePAPER is not full now, and will be added with all information about structure and open source economy. We are working hard to show all our ideas in right case and implement them ASAP. Please, don't be so cantankerous  3. Yevhenii Doshyn is the founder of unidag technology. He founded all unidag dagchain rules and frameworks,  all technical solutions like open / closed blocks and dagchain pairs etc. May be , he is not well known now, but that is not his mission",True
16,msg41108756,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-28 20:27:42,afterstorm,Copper Member,224,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"UniDAG is pleased to announce the publication of the project on the Bitcointalk.org, on june, 22.https://m.facebook.com/story.php?story_fbid=239100526896601&id=187424542064200",True
17,msg41122505,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-29 03:46:03,jaksone,Sr. Member,686,250,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,Everyone is blind to freedom in any case it is the hallmark of a free man hopefully Unidag platform can represent right of freedom around the world,True
18,msg41143109,https://bitcointalk.org/index.php?topic=4516651.0,msg41122505,672,Announcements (Altcoins),2018-06-29 11:29:04,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"  Hello. You can read our  full vision here (as part of the WhitePaper) https://medium.com/unidag/philosophy-of-the-world-unidag-c764467b180 . Everything, what we do now and will do in future stay on the direction of freedom , openness and officiality. We trust in our way and dagchain technology as basic foundation for implementations",True
19,msg41240728,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-06-30 20:45:56,kalunomics,Full Member,588,103,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"We are living in the world of publicity and transparency, where every person should have the right to influence the vector of the movement of the society in which he/she is located and the right to receive information as the movement proceeds. At the same time, the duties of observing these rights are imposed on other people. We should always strive to make sure that the freedom of one person becomes the quintessence of freedom for the whole society as a whole. DAG technology is a gift to humanity and I support almost each and everyone of them I come across. I wish the team all the best in implementing this",True
20,msg41247375,https://bitcointalk.org/index.php?topic=4516651.0,msg41240728,672,Announcements (Altcoins),2018-06-30 23:45:09,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,  Thank you for your opinion! We are very happy to see good feedbacks about our vision and our mission,True
21,msg41256479,https://bitcointalk.org/index.php?topic=4516651.0,,672,Announcements (Altcoins),2018-07-01 05:19:45,Marsher,Newbie,32,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,We are pleased to announce the start of Crowdsale!,True
22,msg41257218,https://bitcointalk.org/index.php?topic=4516651.0,msg41256479,672,Announcements (Altcoins),2018-07-01 05:39:42,cyberspacemonkey,Legendary,1288,1002,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"   Is this official? If you take a look at the OP it says it doesn't start until July 1th, if it launched earlier doesn't give me a lot of confidence.",True
23,msg41263374,https://bitcointalk.org/index.php?topic=4516651.0,msg41257218,672,Announcements (Altcoins),2018-07-01 07:46:54,UniDAG,Copper Member,13,0,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,"  Hello! is it a joke from you? Yes, the UniDAG official crowdsale started 1530403200 UNIX time or 01/07/2018(July!) 00:00:00 UTC normal people time.",True
24,msg41397071,https://bitcointalk.org/index.php?topic=4516651.0,msg41263374,672,Announcements (Altcoins),2018-07-03 03:44:18,cyberspacemonkey,Legendary,1288,1002,,[ANN][ICO][BOUNTY] |💢Blockchain+DAG 💢 UniDAG Ecosystem💢|,    Yes sorry about that I just didn't know about the difference in time zone thank you for the clarification.,True
