id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg43878769,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-08-11 11:40:48,dumbtool45,Sr. Member,448,252,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"Judging by the fees, the guys are very serious and create a good platform for sports fans, which in the world the number is growing. I think I'll join investors. in any case, this is a good start",False
2,msg44763569,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-08-27 10:56:54,marcbrom,Copper Member,28,0,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,When can we trade SCR on other exchanges then openledger? Any news about this?,False
3,msg45901359,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-09-19 11:39:16,BitBitCoin,Legendary,1245,1004,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"Why if I want to buy Scorum Coin, in the wallet section of my profile, by credit card, ""This option will be available later."" I read this message and then I can not buy them?",False
4,msg45975225,https://bitcointalk.org/index.php?topic=2353775.0,msg45901359,11483,Announcements (Altcoins),2018-09-21 08:01:00,Zinylia,Full Member,420,100,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"   Hey, now you can buy SCR via scorum.com only by using ETH. The possibility to buy SCR via credit card will be available later in the next blogging platform releases. If you have any questions, you can contact with our team in Scorum official Telegram chat >> https://t.me/SCORUM",False
5,msg45975291,https://bitcointalk.org/index.php?topic=2353775.0,msg44763569,11483,Announcements (Altcoins),2018-09-21 08:02:58,Zinylia,Full Member,420,100,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"   Hey, except OpenLedger you can trade SCR on RuDEX and GDEX exchanges",False
6,msg46033089,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-09-22 16:52:08,koalapizzakite,Newbie,22,0,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,The project has been added here: https://isthiscoinascam.com/check/scorum-coins,False
7,msg46792665,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-10-12 11:10:27,Artemsv,Sr. Member,756,269,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,Scorum Blog Update 5.0 In parallel with the development of the full suite of Scorum services our team continues working on the betterment of the Scorum Blog. With an every update we are listening to your suggestions and taking them into account. Today’s update is no exclusion. Here are a few things worth of your attention. https://scorum.com/en-us/scorum/@scorum/scorum-blog-update-5-0,False
8,msg46793047,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-10-12 11:22:40,ingiltere,Legendary,1512,1019,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,I don't understand how we make money based on ads you show us. It says if I close ads bar I won't get half of the money but how do you calculate it? How do you know I see ads bar and how will you share your ad profit with me? Please explain it more clear.,False
9,msg46938487,https://bitcointalk.org/index.php?topic=2353775.0,msg46793047,11483,Announcements (Altcoins),2018-10-16 07:51:39,Zinylia,Full Member,420,100,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"   We have advertising pool in SCR that is shared among all active users.  Internal advertising. a. 50% of revenue is distributed in SCR among users. i. 40% goes to SCR activity reward pool. ● 30% goes toward rewarding content creators. ● 10% goes to voting users. ii. 5% is paid out to active SP owners (i.e., SP owners, who actively participate in voting as measured by having less than 100% VP) in proportion to their SP account balance. iii. 5% is distributed among witnesses (users who sign blocks). b. 50% of the revenue goes to support and develop the product, namely, towards the company’s R&D center.",False
10,msg46999119,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-10-17 23:25:31,ingiltere,Legendary,1512,1019,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,Is it still in beta? When do you distribute them? Is there a daily/weekly/monthly distribution? What's the process? I'd like to hear more about that ad revenue sharing.,False
11,msg47213393,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-10-24 09:00:40,Artemsv,Sr. Member,756,269,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"SCR tokens now listed on the Hotbit Exchange We are glad to announce that SCR is now listed on Hotbit. With nearly 200 cryptocurrencies trading now, Hotbit has a daily trading volume that hovers around the 20 million dollar mark. We look forward to this new opportunity and welcome traders on Hotbit to Scorum! https://scorum.com/en-us/scorum/@scorum/scr-tokens-now-listed-on-the-hotbit-exchange",False
12,msg49015682,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2019-01-02 18:50:06,Kirilp,Full Member,504,103,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"Scorum: The results of 2018 On behalf of our team, I would like to wish a Happy New Year to the whole Scorum community! 2018 was very important, we might even say decisive, for the project.  https://scorum.com/en-us/scorum/@vlad/scorum-the-results-of-2018",False
13,msg49809023,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2019-02-18 19:30:25,AntonioX,Jr. Member,46,11,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,SCORUM delists from Rudex: https://steemit.com/rudex/@blockchained/scr-delisting-announcement,False
14,msg40146566,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-06-15 04:49:23,Dzmitry_BY,Jr. Member,154,2,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,Awesome! Congratulations for all Scorum fans! ,False
15,msg41196223,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-06-30 07:21:54,rocketmutt,Newbie,18,0,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"Scorum is live and kicking! Give me a follow and start blogging yourself, this site is the future of sports writing for the people... by the people!  https://scorum.com/en-us/profile/@brandonk",False
16,msg41198772,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-06-30 08:14:15,alizali,Newbie,177,0,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,if you are interested in fantasy sport and like to bet on players with No money read this 4 parts guide part 1: https://scorum.com/en-us/fantasysports/@alizali/a-guide-for-first-time-fantasy-sport-users-part-1 part 2: https://scorum.com/en-us/fantasysports/@alizali/a-guide-for-first-time-fantasy-sport-users-part-2 part 3: https://scorum.com/en-us/fantasysports/@alizali/a-guide-for-first-time-fantasy-sport-users-part-3-a-sample-team part 4: https://scorum.com/en-us/fantasysports/@alizali/a-guide-for-first-time-fantasy-sport-users-part-4  ,False
17,msg41837033,https://bitcointalk.org/index.php?topic=2353775.0,,11483,Announcements (Altcoins),2018-07-09 12:54:23,Alexbt,Full Member,546,102,,[ANN] [ICO] [SCR] SCORUM | ⭐ ⚽ ⭐ ⚾️ THE FIRST SPORTS MEDIA POWERED BY BLOCKCHAIN,"Product Roadmap Update https://scorum.com/en-us/scorum/@scorum/product-roadmap-update Several weeks have passed since the launch of Scorum Blogging platform. We are very happy to see the positive feedback from users and are grateful for constructive criticism – it helps us to get better! The key goal at the moment is refining the Scorum Blog platform, increasing traffic and bringing the best in decentralized sports coverage to fans during the World Cup.  In accordance with our priorities and the unforeseen events on the cryptocurrency market, we would like to update our product development plan.",False
