id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg48934108,https://bitcointalk.org/index.php?topic=4650252.0,msg48928035,4456,Announcements (Altcoins),2018-12-28 17:06:13,Dextroboy,Full Member,644,101,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"  really disappointing indeed, the project seemed to have died and ended the SCAM, many members on the telegram asked this but the admin himself deleted his account, too bad",False
2,msg49545657,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2019-02-02 10:58:07,coin-investor,Hero Member,1148,506,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"This is one of the bad sides of ICO they claimed to have reached the softcap and now they are nowhere to be found the market is so bad that a project that looks very good have turned to scam what we can expect in the ICO industry, no wonder only very few investors are investing now and this is one of the proof how bad the ICO has turned.",False
3,msg49997206,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2019-03-03 07:03:21,kudil,Member,700,29,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"Can anyone access the telegram group of ApolloX? Please explain to me what happen with this project, admin still not appear? or how? Because I can't access it. I know, there's no update post on social media, but I hope there's admins who always active on telegram. Thanks for the answer",False
4,msg50174628,https://bitcointalk.org/index.php?topic=4650252.0,msg49997206,4456,Announcements (Altcoins),2019-03-15 16:10:40,coin-investor,Hero Member,1148,506,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"   People are shouting scam in their channel I have earnings in their website dashboard but I cannot withdraw or do not have any idea what I will do with my token it says withdrawal is progress, but nothing is coming and it's been over 3 weeks now.",False
5,msg46035175,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-09-22 17:52:23,CbineUltra,Full Member,392,100,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,Great idea with great prospects but there are already a lot of competitors in this industry. The team needs to put a lot of time and effort to become a leader.,False
6,msg46091381,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-09-23 23:03:11,Kaznachej123,Hero Member,882,548,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"    Dear ApolloX community of contributors and supporters! When I first learned about ApolloX, I immediately liked this company and I decided to record a video! See in my review all the nice views:  https://youtu.be/xfk-3SpHWB8       ApolloX - Turning ideas into Reality!                                                                 ",False
7,msg46117333,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-09-24 15:31:17,ZUTEN12000,Copper Member,378,0,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,ApolloX Token (APXT) is designed to facilitate transactions within ApolloX ecosystem and promote positive contribution to the community.,False
8,msg46293919,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-09-29 05:05:55,Bourne323,Member,177,11,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"ApolloX's founding team are from top university and companies, including MIT, Stanford, Tsinghua, and Google. ApolloX protocol is the standard for empowering a new generation of decentralized global e-commerce.     ",False
9,msg46307308,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-09-29 13:09:19,dickyram88,Member,294,10,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,Good project and theres a huge demand for project like these. Ecommerce is one of the biggest market globally right now and many problems arise with centralization (as seen from hacks etc). This project solve this problem and taps on the huge market. Good job team,False
10,msg46429082,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-02 13:46:53,onediamond,Member,392,10,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"Why does the project extend? for what? I saw this has a good concept for e-commerce and many investor trusts for your own market, do you have any function?",False
11,msg46435445,https://bitcointalk.org/index.php?topic=4650252.0,msg46307308,4456,Announcements (Altcoins),2018-10-02 16:48:47,narutos,Full Member,462,103,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"   Ecommerce is one of the biggest and not yet much explore territory in the finance industry, this is why Jack Ma is so succeeded in this industry, standing next to giants like Amazon/ebay,etc...",False
12,msg46435473,https://bitcointalk.org/index.php?topic=4650252.0,msg46293919,4456,Announcements (Altcoins),2018-10-02 16:49:43,narutos,Full Member,462,103,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"   Team is legit, plus ecommerce is a hot industry, Apollox has the ingredients the be the next blockchain ecommerce! ",False
13,msg46477271,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-03 20:09:32,tarolog,Sr. Member,630,250,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,Softcap reached? What will happen if ApolloX doesn't reached it Softcap? Will be Contribution refunded if softcap not reached after ico? Thanks for any answer.,False
14,msg46662245,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-08 19:27:08,kusumadewi,Hero Member,826,517,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"I see the Pre Sale from 1-21 / 09/2018 but on the site apollox.network is still showing more than 3 days before the Pre Sale program, so that star. Pre Sale to 14/10/2018 ended right?",False
15,msg46678438,https://bitcointalk.org/index.php?topic=4650252.0,msg46662245,4456,Announcements (Altcoins),2018-10-09 09:25:28,MadeinCoin,Legendary,1358,1001,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"  Presale walk Sep 1, 2018 - Sep 21 2018. But after I confirmed with them, the appolox admin confirmed with me presale in the extension until 10 October 2018.  I suggest that they update the website, and they will update it soon.  Presale Sep 1, 2018 - October 10, 2018, US time.",False
16,msg46690100,https://bitcointalk.org/index.php?topic=4650252.0,msg46678438,4456,Announcements (Altcoins),2018-10-09 15:28:00,iphone5s,Full Member,547,100,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,   it looks like they have done this on the website https://apollox.network/?utm_source=bitcointalkBounty and pre sale will run for the next 1 day and it is precisely on October 10th.,False
17,msg47208773,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-24 06:01:56,Kuala Lumpur,Member,420,69,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,Hello colleagues. I would like to congratulate the members of the project team on the successful completion of ISO. Well done. What is the total number of tokens and how much will be after the start of trading in circulation? Thanks for answer.,False
18,msg47222935,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-24 14:33:19,babarian,Full Member,658,100,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,what about the development of token sales? has it reached softcap?,False
19,msg47270656,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-10-25 22:01:16,kusumadewi,Hero Member,826,517,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"As i know, Apollox is open source project. Developers can join in Apollox community and contribute to the development of their protocol, in any aspect. This is very good.",False
20,msg48317635,https://bitcointalk.org/index.php?topic=4650252.0,,4456,Announcements (Altcoins),2018-11-29 09:59:25,Kuala Lumpur,Member,420,69,,[ANN][ICO]🚀🚀ApolloX Protocol🚀🚀| Empower Decentralized E-Commerce Marketplace,"Hello colleagues. ICO will begin in the month of February and last until its end? What about tokens for bounty hunters. The possibility of withdrawal from your personal account will appear at the end of the ICO itself, directly?",False
