id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg51150224,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-05-21 09:29:02,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"Exchange. Cross-Assets.  Added the ability to exchange Stellar assets directly. For example SLT/SHX. It is also a convenient advantage that after each exchange a pair of your exchange is saved and the next time you just need to click on the SLT/SHX pair in the history and the exchange form will be filled out for you! Try and let me know how it works for you .. what is missing, and so on.",False
2,msg51241578,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-05-27 18:19:33,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange, Trades for Offer  We added the ability to view the history of trades on each offer. This allows you to more thoroughly investigate trading operations on assets. https://scopuly.com/  *** #SCOPULY #Sky #Stellar #ICO #Blockchain #Mining #CryptoWallet #CryptoExchange #Token,False
3,msg52230712,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-08-22 06:38:43,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"🚀Scopuly is an innovative system for launching, listing, exchanging and storing assets created on the Stellar blockchain. Since Stellar is many times faster than Ethereum and Bitcoin and charges virtually no transaction fees, this blockchain has the potential to become the foundation of a new international financial system.  However, the Stellar ecosystem currently lacks two key elements: an efficient crypto-fiat exchange tool and a space for launching IEOs (Initial Exchange Offerings). Scopuly will provide these missing elements.💫  http://www.scopuly.com/  *** #SCOPULY #Sky #Stellar #ICO #Blockchain #Mining #CryptoWallet",False
4,msg52240963,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-08-23 08:39:08,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"A mass adoption of cryptocurrencies will become possible only once there are quick and easy tools for exchanging fiat money into crypto and back. There are already hundreds of options available for Bitcoin and Ethereum (exchanges, gateways, and exchangers), though most of them are costly and complex. By contrast, there are very few such services for Stellar. Scopuly will be the first to implement a complete crypto-fiat gateway solution integrated with the wallet, trading interface, and IEO platform. http://www.scopuly.com/ *** #SCOPULY #Sky #SCOP #Stellar #ICO #Blockchain #Mining #CryptoWallet #CryptoExchange #Token",False
5,msg52243951,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-08-23 14:49:59,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"Serious challenge faced by the crypto industry is the inefficiency of the fundraising process. The IEO model, which initially seemed like an optimal alternative to risky ICOs, turned out to be unaffordable for most projects. Centralized exchanges charge hundreds of thousands (and even millions) of dollars to hold an IEO whose success is never guaranteed. As a result, many promising startups fail to attract investment. IEOs on decentralized exchanges offer an attractive solution, but there is not infrastructure to hold an IEO on Stellar. Scopuly's solution will be the first in the market.  http://www.scopuly.com/ *** #SCOPULY #Sky #SCOP #Stellar #ICO #Blockchain #Mining #CryptoWallet #CryptoExchange #Token",False
6,msg52275036,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-08-26 18:19:22,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"Serious challenge faced by the crypto industry is the inefficiency of the fundraising process. The IEO model, which initially seemed like an optimal alternative to risky ICOs, turned out to be unaffordable for most projects. Centralized exchanges charge hundreds of thousands (and even millions) of dollars to hold an IEO whose success is never guaranteed. As a result, many promising startups fail to attract investment. IEOs on decentralized exchanges offer an attractive solution, but there is not infrastructure to hold an IEO on Stellar. Scopuly's solution will be the first in the market.  http://www.scopuly.com/",False
7,msg52299169,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-08-29 07:09:33,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"🚀Scopuly combines a decentralized trading client and an IEO launchpad. The project will charge almost no fees for adding projects to the platform and listing them in the trading interface. Thus, quality projects built on Stellar that successfully pass the selection will be able to sell their tokens regardless of their budget.💫  http://www.scopuly.com/ *** #SCOPULY #Sky #SCOP #Stellar #ICO #Blockchain #Mining #CryptoWallet #CryptoExchange #Token",False
8,msg52335314,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-09-02 08:43:09,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"Market challenges Scopuly will solve several of the problems faced by Stellar – one of the cheapest and fastest blockchains. Stellar is less widely known than Bitcoin and Ethereum, but it's still one of the top-10 cryptocurrencies with a market cap (as of July 2019) of more than $1.6 billion. There are already hundreds of assets build on Stellar. 1) Stellar's advantages over Bitcoin and Ethereum attract ever more global partner and can make XLM the leading currency in a future system of money transfers; 2) Stellar is a better choice for decentralized trading and IEO thanks to its high processing speed and near-zero fees; 3) At the same time, the ecosystem lacks several key elements necessary for effective trading, payments, and launching projects; 4) Since the number of dApps built on Stellar keeps growing, any solution to the issue stated in 3) will be guaranteed a high demand. http://www.scopuly.com/ *** #SCOPULY #Sky #SCOP #Stellar #ICO #Blockchain #Mining #CryptoWallet #CryptoExchange #Token",False
9,msg52359123,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-09-04 16:16:34,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"Cryptocurrency wallet Scopuly Wallet Scopuly universal crypto wallet is already available for all major platforms: Web:    https://scopuly.com Android: https://play.google.com/store/apps/details?id=com.scopuly.app iOS: https://itunes.apple.com/us/app/id1383402218 Mac OSX: https://github.com/Scopuly/scopuly/releases Windows: https://github.com/Scopuly/scopuly/releases The wallet has the following features: - Storing SCOP, XLM, BTC, ETH, XRP, BCH, LTC, BNB, EOS and any other Stellar-based assets; - Near-instant transfers and payments (processing a transaction takes only 3 to 5 seconds); - Deposits and withdrawals through the fiat gateway using bank cards and various payment systems; - Multicurrency cross-border payments using the pathfinding technology (automatic search for the optimal conversion sequence); - Parallel use of an unlimited number of wallets (each wallet can be assigned a unique name); - Transaction history, wallet import and export, account merging; - Full wallet syncing on different devices (Android, iPhone, MacOS, Windows, Web); - Most operations can be completed in 1 or 2 clicks; - Full integration with the decentralized trading interface: all trades are completed directly from the wallet; - Participating in IEOs from the wallet; - Authorization and restoring a wallet using a restore token, seed phrase or a secret key; - Local key storage – directly on a device or in a QR code; - Multisig support: you can use two or more secret keys to sign transactions. Even if a criminal manages to steal one of the keys using phishing, your funds will still be safe; - Contact lists with the option of importing and exporting contacts using QR codes; - Block Explorer; - Great UI/UX.    ",False
10,msg52406101,https://bitcointalk.org/index.php?topic=5027242.0,,342,Marketplace (Altcoins),2019-09-09 15:01:01,Scopuly,Newbie,38,0,,Scopuly - Crypto Wallet | ICO Platform | Decentralized Exchange,"The Skycoin project (https://www.skycoin.net/) filed a petition to CoinMarketCap with a request to remove the SKY ticker from the Scopuly project from the coin lists. They complain that they used to launch their SKY token before Scopuly. On many large external exchanges, the SKY ticker was also busy for example / BTC_SKY, ETH_SKY and so on … The conflict of ticker names creates serious problems when promoting a token on the foreign market and causes confusion. These turned out to be significant barriers to the promotion of SKY in the foreign market. Since the SKY name conflicts with some projects that started long before Scopuly in the external ecosystem, but there are no problems with the name conflict in the Stellar ecosystem, we decided not to destroy the SKY token and give the asset the right to life, to make the SKY token a loyalty token in the internal ecosystem Scopuly. Scopuly will reward its users with the SKY token for certain marketing activities to attract attention to the project. And also encourage the application and testing of the platform, in the form of bonuses for all new users who decide to experience decentralized financial services. After IEO completes the new SCOP token, we will make a SCOP / SKY offer on the SDEX market and all SKY holders, if they wish, can exchange their SKYs for the platform SCOP token. We will announce when this can be done. We will maintain the popularity of the SKY token and its value so that all holders can extract the expected growth rate of the asset if desired. https://www.scopuly.com/",False
