id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg48894859,https://bitcointalk.org/index.php?topic=5073793.0,msg48894347,20952,Announcements (Altcoins),2018-12-26 14:34:39,ljykif,Newbie,2,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,  375 million.,False
2,msg48896528,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 16:14:05,lilurammm,Newbie,82,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,Good evening. You are planning to place GG tickets on national lotteries’ sites. Why do you need it?   ,False
3,msg48897478,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 17:18:16,btcchief,Newbie,115,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,When is it planned to enter  Western markets? Is it planned to do it at all?   ,False
4,msg48898339,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 18:16:14,RedlehA04,Newbie,106,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,Hi. Taxation is very loyal to lottery’s winners in some countries. Will this have any impact on paying winnings in tokens?   ,False
5,msg48899196,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 19:16:58,conklinliane,Newbie,113,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,Is there a possibility that the show will be launched earlier? I believe that all the funds raised by the moment should be allocated  to its development.   ,False
6,msg48900418,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 20:56:28,bharathirajan10,Newbie,78,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,Hello. Is it obligatory to be a legal entity to become project’s partner? Or can anyone become a partner?   ,False
7,msg48901823,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-26 23:01:25,hichemdj,Newbie,72,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,WP mentions selling governmental tokens. Is it just a translation mistake or does such a sort of GG tokens really exist?   ,False
8,msg48902711,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-27 00:42:44,slav855,Newbie,76,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,Good afternoon. How much is the nominal price of the token? ,False
9,msg48933352,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2018-12-28 16:18:52,inc0gnito73,Member,644,10,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,"GG World lottery is a ready-made platform for lottery draws . It is based on blockchain technology, which allows to make all operations transparent and honest . The team has already received licenses in 17 countries for lotteries . Join the project and participate in its ICO to get promising GGG tokens that will bring you a lifetime income .",False
10,msg49678119,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2019-02-10 17:17:53,gstant1,Newbie,68,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,"This has scam/money grab written all over it.   Red Flags  20% Pre-mine for team.  Trying to solve a problem that does not exist Government base lotteries are already regulated Blockchain does nothing to improve transparency Having licenses in Africa means nothing to anyone All advisors are either blockchain media or ICO shills who are just picking up a few bucks to allow their heads on the webpage The fact that lottos around the 1st World are regulated so tightly means that there is next to zero chance of this crap project ever getting a license in a Western Country because there is a shareholder dividend in crypto. So not only do they have to surpass the whole sharing of prize money with investors they are (apparently) going to try and get licenses in Western Nations who will not allow payments in Crypto.  Anyone who has invested in this you can kiss your money goodbye.     Oh, one last thing, the vesting for one year thing means that regardless if this thing flops and dies, which it will, they will still be paid regardless until they fade away while ""working on some technical difficulties with regulators""",False
11,msg50023940,https://bitcointalk.org/index.php?topic=5073793.0,,20952,Announcements (Altcoins),2019-03-05 01:11:49,nguyenvanlynh123456,Newbie,240,0,,🎲🎲🎲 GG World Lottery ICO | Reverse ICO | Quarterly-paid dividends 🎲🎲🎲,WEEK 19 (20.02-26.02)  Bitcointalk Username:nguyenvanlynh123456 User Telegram :@nguyenvanlynh Bitcointalk URL: https://bitcointalk.org/index.php?action=profile;u=1869641 Username twitter:@nguyenvanlynh Wallet:0xcA4f561e317F6170f6b94b163397d5D13Ac8683C Profile facebook:  https://www.facebook.com/nguyenvanlynh https://t.me/joinchat/GjmgFhLi6ckV09wcdYFDZQ  Link repost facebook like post share:   1.https://m.facebook.com/story.php?story_fbid=2031802810272218&id=100003275557178  2.https://m.facebook.com/story.php?story_fbid=2031801530272346&id=100003275557178  3.https://m.facebook.com/story.php?story_fbid=2031801516939014&id=100003275557178  4.https://m.facebook.com/story.php?story_fbid=2031801256939040&id=100003275557178  5.https://m.facebook.com/story.php?story_fbid=2031801013605731&id=100003275557178  6.https://m.facebook.com/story.php?story_fbid=2031800810272418&id=100003275557178  7.https://m.facebook.com/story.php?story_fbid=2031774283608404&id=100003275557178  8.https://m.facebook.com/story.php?story_fbid=2031773230275176&id=100003275557178    Link reweet like post share:  1.https://mobile.twitter.com/nguyenvanlynh/status/1102524654684524545  2.https://mobile.twitter.com/nguyenvanlynh/status/1102525084038651904  3.https://mobile.twitter.com/nguyenvanlynh/status/1102525277735809024  4.https://mobile.twitter.com/nguyenvanlynh/status/1102532059581444099  5.https://mobile.twitter.com/nguyenvanlynh/status/1102532432278896640  6.https://mobile.twitter.com/nguyenvanlynh/status/1102539471822643200  7.https://mobile.twitter.com/nguyenvanlynh/status/1102539756850696193  Link repost Media Campaign post:  1.https://www.blogger.com/blogger.g?blogID=2357528279750487041#editor/target=post;postID=1389130240274113424;onPublishedMenu=allposts;onClosedMenu=allposts;postNum=6;src=postname  WEEK 20 (27.02-28.02)  Bitcointalk Username:nguyenvanlynh123456 User Telegram :@nguyenvanlynh Bitcointalk URL: https://bitcointalk.org/index.php?action=profile;u=1869641 Username twitter:@nguyenvanlynh Wallet:    0xcA4f561e317F6170f6b94b163397d5D13Ac8683C Profile facebook:  https://www.facebook.com/nguyenvanlynh https://t.me/joinchat/GjmgFhLi6ckV09wcdYFDZQ  Link repost facebook like post share:  1.https://m.facebook.com/story.php?story_fbid=2031772166941949&id=100003275557178  2.https://m.facebook.com/story.php?story_fbid=2031709236948242&id=100003275557178  3.https://m.facebook.com/story.php?story_fbid=2031708440281655&id=100003275557178  4.https://m.facebook.com/story.php?story_fbid=2032567443529088&id=100003275557178  5.https://m.facebook.com/story.php?story_fbid=2032567543529078&id=100003275557178  6.https://m.facebook.com/story.php?story_fbid=2032567560195743&id=100003275557178  7.https://m.facebook.com/story.php?story_fbid=2032567543529078&id=100003275557178  Link reweet like post share:  1.https://mobile.twitter.com/nguyenvanlynh/status/1102539971481591808  2.https://mobile.twitter.com/nguyenvanlynh/status/1102540103342186498  3.https://mobile.twitter.com/nguyenvanlynh/status/1102540244123938817  4.https://mobile.twitter.com/nguyenvanlynh/status/1102540427662508032  5.https://mobile.twitter.com/nguyenvanlynh/status/1102542848086294528,False
